GEOG,2000_POP,2010_POP,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,MedIncFam_Hcost,MedIncFam_Tcost,MedIncFam_HTcost,Ret_Hcost,Ret_Tcost,Ret_HTcost,SPFam_Hcost,SPFam_Tcost,SPFam_HTcost,ModIncFam_Hcost,ModIncFam_Tcost,ModIncFam_HTcost,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,ONLY_ENGLISH,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV
Brighton Park,44912,45368,44231.0,14750.0,10005.0,10001.0,6233.0,1898.0,915.0,429.0,31.196685878962537,2798.0,37468.0,453.0,3253.0,259.0,44156.0,32664.0,20782.0,18383.0,2397.0,11882.0,244.0,17746.0,10746.0,2582.0,3421.0,807.0,190.0,N/A,1881.0,5111.0,3653.0,1540.0,25981.0,11325.0,7928.0,3322.0,1132.0,1693.0,581.0,3455.0,4329.0,2134.0,1062.0,819.0,386.0,38673.096976016684,12185.0,5778.0,6407.0,1767.0,13952.0,3305.0,255.0,6474.0,3475.0,411.0,5.354411014788373,444.0,1171.0,2972.0,9365.0,,1196.0,5980.0,5104.0,1126.0,546.0,2158.0,3152.0,388.0,80.0,167159.62441314553,12544.0,Manufacturing,Accommodation and Food Service,Administration,Retail Trade,Health Care,1838.0,1527.0,1455.0,1400.0,1238.0,5273.0,Manufacturing,Retail Trade,Wholesale Trade,Administration,Accommodation and Food Service,1460.0,844.0,782.0,594.0,363.0,Outside of Chicago,The Loop,Near North Side,Near West Side,Brighton Park,4695.0,1506.0,769.0,691.0,517.0,Outside of Chicago,Brighton Park,Gage Park,South Lawndale,Chicago Lawn,2328.0,517.0,172.0,160.0,119.0,,,,,,,,,,,,,,,,13383,,,,,,,,,,0.910937306,1742.2587384342291,246.082585181547960,0.14124342140060253,304.091753252233790,0.17453880215605724,27.385200409402049,0.015718216706442335,79.468266794276488,0.04561220732673423,46.853597340119798,0.026892445023537208,276.752571174390200,0.15884699847917433,697.362151205861890,0.4002632535696635,n/a,n/a,8.123042839666903,0.0046623630925031806,56.139570236729895,0.03222229224528535,2084.0,2345.0,2121.0,5635.0,9650.0,1686.0,2535.0,2165.0,42.0,33.0,2090.0,5143.0,624.0,1600.0,2919.0,2092.0,1090.0,417.0,585.0,2218.0,1696.0,417.0,105.0,20867.0,20419.0,41286.0,6323.0,34963.0,16521.0,6323.0,31490.0,247.0,2742.0,89.0,8.0,0.0,113.0,224.0,50.0,8300,34409,221,1288,694,,,,,,,,,,,,,,,,,,
Burnside,3294,2916,2442.0,687.0,463.0,315.0,447.0,313.0,155.0,62.0,38.697916666666664,11.0,0.0,2419.0,0.0,12.0,2442.0,1961.0,1029.0,840.0,189.0,932.0,13.0,778.0,370.0,132.0,276.0,0.0,0.0,N/A,417.0,308.0,126.0,75.0,1523.0,285.0,434.0,454.0,139.0,98.0,113.0,473.0,226.0,49.0,95.0,63.0,20.0,24462.36559139785,926.0,437.0,489.0,378.0,1304.0,685.0,53.0,221.0,117.0,228.0,5.788359788359788,263.0,153.0,348.0,540.0,,337.0,293.0,402.0,202.0,70.0,329.0,102.0,6.0,0.0,99953.27102803739,842.0,Health Care,Education,Administration,Accommodation and Food Service,Retail Trade,166.0,112.0,89.0,80.0,79.0,2344.0,Transportation,Manufacturing,Health Care,Retail Trade,Other Service,1529.0,507.0,112.0,90.0,52.0,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,307.0,166.0,68.0,52.0,21.0,Outside of Chicago,Auburn Gresham,Greater Grand Crossing,Roseland,South Shore,827.0,107.0,102.0,94.0,93.0,,,,,,,,,,,,,,,,15618,,,,,,,,,,1.001540734,390.17408200960745,67.205561941679761,0.1722450696764244,13.892422045898801,0.0356057018814405,1.649768542546286,0.004228288393860213,14.603642961929941,0.03742853161007847,7.372730935424896,0.018896003797718563,116.359553816779540,0.29822471348549073,130.647160182499650,0.334843256398775,n/a,n/a,7.018790969341444,0.017988870334981956,31.424450613507158,0.08053956442123027,442.0,207.0,42.0,235.0,451.0,91.0,475.0,363.0,32.0,42.0,289.0,308.0,43.0,71.0,194.0,49.0,13.0,27.0,9.0,178.0,156.0,7.0,15.0,2232.0,93.0,2325.0,2248.0,77.0,26.0,2248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,7.0,40,34,3180,7,33,,,,,,,,,,,,,,,,,,
Calumet Heights,15974,13812,13306.0,2509.0,1883.0,2803.0,2875.0,1661.0,1072.0,503.0,47.07974137931034,161.0,465.0,12566.0,12.0,102.0,13300.0,11401.0,6306.0,5395.0,911.0,5095.0,178.0,5113.0,3236.0,434.0,1342.0,77.0,24.0,N/A,916.0,2475.0,1415.0,492.0,10071.0,1138.0,2628.0,2713.0,968.0,1545.0,1079.0,1476.0,1276.0,904.0,758.0,695.0,189.0,48160.71428571428,5298.0,4058.0,1240.0,721.0,6019.0,4595.0,176.0,557.0,454.0,189.0,6.443535620052771,72.0,350.0,4197.0,1400.0,,346.0,1463.0,3110.0,779.0,321.0,1874.0,2051.0,92.0,41.0,154961.58770806657,4677.0,Health Care,Education,Public Administration,Administration,Accommodation and Food Service,828.0,696.0,457.0,419.0,375.0,2097.0,Health Care,Accommodation and Food Service,Retail Trade,Professional,Information,1334.0,244.0,189.0,71.0,62.0,Outside of Chicago,The Loop,Near North Side,Near West Side,Avalon Park,1458.0,1309.0,332.0,302.0,75.0,Outside of Chicago,South Shore,South Chicago,Auburn Gresham,Calumet Heights,1229.0,59.0,48.0,45.0,41.0,,,,,,,,,,,,,,,,15263,,,,,,,,,,1.45008019,1120.896268218642,436.210648391821280,0.3891623701139257,49.682077688463671,0.044323528498689486,3.592654224782412,0.0032051620891663355,35.948513142776598,0.03207122207651465,30.247655049884504,0.026985240211348797,10.154115923467256,0.009058925621729873,463.357947343732920,0.4133816486695184,n/a,n/a,21.083362589528619,0.018809378875919408,70.619293864184769,0.0630025238431874,1809.0,1881.0,684.0,924.0,3266.0,475.0,2032.0,920.0,10.0,49.0,861.0,1675.0,448.0,319.0,908.0,904.0,412.0,183.0,309.0,1621.0,1139.0,375.0,107.0,12232.0,704.0,12936.0,11993.0,943.0,281.0,11993.0,444.0,0.0,7.0,0.0,0.0,0.0,0.0,333.0,159.0,206,747,14817,33,171,,,,,,,,,,,,,,,,,,
Chatham,37275,31028,30991.0,7677.0,5925.0,5494.0,7135.0,2159.0,1733.0,867.0,39.57588206863219,459.0,311.0,29836.0,93.0,291.0,30951.0,24579.0,15032.0,12161.0,2871.0,9547.0,435.0,11229.0,6151.0,928.0,3702.0,287.0,161.0,N/A,4721.0,5857.0,2444.0,513.0,21151.0,2596.0,5925.0,6111.0,1701.0,2805.0,2013.0,5551.0,3558.0,1993.0,1183.0,933.0,316.0,32348.214285714286,13534.0,5142.0,8393.0,3066.0,16601.0,5268.0,534.0,1719.0,2422.0,6638.0,5.444684234438891,527.0,1575.0,7437.0,7062.0,,4642.0,5705.0,4659.0,1238.0,357.0,2521.0,2251.0,250.0,90.0,150807.19557195573,9908.0,Health Care,Education,Administration,Retail Trade,Accommodation and Food Service,1910.0,1226.0,1020.0,937.0,794.0,4301.0,Retail Trade,Finance,Other Service,Transportation,Health Care,1725.0,589.0,445.0,404.0,306.0,Outside of Chicago,The Loop,Near North Side,Near West Side,Chatham,2908.0,2198.0,856.0,630.0,181.0,Outside of Chicago,Chatham,Auburn Gresham,South Shore,Greater Grand Crossing,2031.0,181.0,139.0,130.0,122.0,,,,,,,,,,,,,,,,11046,,,,,,,,,,1.741491395,1889.8225597029843,527.917895002461930,0.27934786379385407,255.669632892508900,0.13528763934995647,17.706242951550394,0.009369262135559019,178.998069815762250,0.0947168658225218,69.078771108415921,0.03655304608030118,46.855866722800073,0.02479379160875517,685.507865266242110,0.36273662929178946,n/a,n/a,34.887349549055223,0.018460648260299275,73.200866394187344,0.038734253656963445,5903.0,3509.0,2335.0,1786.0,6900.0,2332.0,6634.0,3998.0,114.0,185.0,3699.0,4383.0,668.0,973.0,2741.0,1967.0,1024.0,525.0,418.0,2430.0,1986.0,289.0,155.0,28103.0,565.0,28668.0,27464.0,1204.0,277.0,27464.0,661.0,28.0,20.0,0.0,0.0,0.0,21.0,157.0,316.0,121,220,36538,24,372,,,,,,,,,,,,,,,,,,
Chicago Lawn,61412,55628,54265.0,17878.0,12399.0,10881.0,8698.0,2865.0,1099.0,445.0,31.102503718393653,1973.0,26109.0,25023.0,304.0,856.0,53962.0,40169.0,25890.0,20233.0,5657.0,14279.0,430.0,18947.0,11576.0,2671.0,3999.0,658.0,43.0,N/A,4403.0,5809.0,3914.0,1789.0,31826.0,9412.0,11457.0,6620.0,1786.0,1845.0,706.0,6195.0,4867.0,2299.0,1362.0,852.0,340.0,33616.30321910696,15915.0,6902.0,9013.0,2926.0,18841.0,7660.0,152.0,4186.0,4009.0,2792.0,5.7345441424103925,305.0,1724.0,10675.0,6137.0,,3253.0,6059.0,6337.0,2039.0,1153.0,4592.0,2153.0,111.0,46.0,122447.12990936555,16455.0,Health Care,Administration,Retail Trade,Manufacturing,Accommodation and Food Service,2375.0,1943.0,1822.0,1803.0,1661.0,3543.0,Retail Trade,Health Care,Accommodation and Food Service,Other Service,Transportation,1744.0,440.0,304.0,226.0,186.0,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,7170.0,2017.0,914.0,862.0,308.0,Outside of Chicago,Chicago Lawn,Gage Park,Ashburn,West Lawn,1719.0,238.0,85.0,80.0,79.0,,,,,,,,,,,,,,,,13492,,,,,,,,,,0.014713563,2256.186074447853,672.622691159264490,0.298123766819132,255.773498670769130,0.11336542742085823,34.140047970078705,0.015131751922736981,105.497757733578500,0.04675933378384871,65.370777369876308,0.028974018637126026,54.710983524593765,0.02424932240483886,706.759510775859550,0.3132540878521386,n/a,n/a,308.419797564125590,0.13669962821643772,52.891009679707196,0.02344266294288293,4013.0,3623.0,2254.0,6025.0,11118.0,3007.0,4797.0,4135.0,130.0,140.0,3865.0,6155.0,690.0,1430.0,4035.0,2299.0,900.0,790.0,609.0,2501.0,1922.0,509.0,70.0,36985.0,12730.0,49715.0,27056.0,22659.0,10362.0,27056.0,21831.0,73.0,37.0,57.0,104.0,0.0,16.0,482.0,59.0,6190,21534,32240,393,1055,,,,,,,,,,,,,,,,,,
Clearing,22331,23139,25200.0,6556.0,5422.0,5525.0,4469.0,1837.0,859.0,532.0,36.80919139034322,11672.0,12527.0,340.0,361.0,300.0,25190.0,19758.0,13478.0,12123.0,1355.0,6280.0,157.0,11752.0,8297.0,1097.0,1798.0,457.0,103.0,N/A,833.0,3332.0,3464.0,1025.0,17141.0,2591.0,6755.0,3556.0,1300.0,2094.0,845.0,1598.0,1790.0,1887.0,1415.0,1417.0,547.0,62908.163265306124,8654.0,5979.0,2675.0,509.0,9163.0,5265.0,516.0,571.0,881.0,1911.0,5.7073306182895225,339.0,2293.0,5517.0,1014.0,,904.0,2658.0,4269.0,904.0,428.0,1470.0,4062.0,424.0,7.0,188020.23121387284,10539.0,Education,Public Administration,Health Care,Manufacturing,Retail Trade,1203.0,1084.0,1037.0,1032.0,1015.0,3966.0,Manufacturing,Construction,Professional,Wholesale Trade,Real Estate,843.0,715.0,485.0,476.0,352.0,Outside of Chicago,The Loop,Near West Side,Near North Side,Garfield Ridge,4546.0,2386.0,481.0,475.0,281.0,Outside of Chicago,Clearing,Garfield Ridge,Chicago Lawn,Brighton Park,2619.0,213.0,92.0,76.0,75.0,,,,,,,,,,,,,,,,17022,,,,,,,,,,1.865458355,1633.2689099193983,517.285005710175260,0.316717597799436,77.170834176700410,0.04724931314617921,10.412508702940164,0.006375256786988017,45.097219595961256,0.027611631692779116,19.761087331217375,0.012099102120417258,131.305402543551820,0.08039423376401118,782.299514648269450,0.47897777879508885,n/a,n/a,34.393192571235026,0.021057887260544455,15.544144639347572,0.009517198634555944,2079.0,2589.0,1210.0,2776.0,6153.0,810.0,2501.0,1075.0,61.0,65.0,949.0,2215.0,412.0,492.0,1311.0,1887.0,814.0,538.0,535.0,3365.0,2169.0,991.0,205.0,18499.0,4966.0,23465.0,12921.0,10544.0,3378.0,12921.0,7791.0,1747.0,0.0,158.0,164.0,64.0,45.0,559.0,16.0,17047,4688,137,152,307,,,,,,,,,,,,,,,,,,
Douglas,26470,18238,20559.0,4152.0,6316.0,3743.0,3413.0,1476.0,949.0,510.0,34.28975131876413,2356.0,649.0,14460.0,2639.0,455.0,17914.0,17886.0,9861.0,8281.0,1580.0,8025.0,380.0,7559.0,3304.0,435.0,2928.0,819.0,73.0,N/A,3521.0,4668.0,1076.0,225.0,13695.0,1748.0,2635.0,2976.0,823.0,2879.0,2634.0,4438.0,1895.0,1478.0,770.0,495.0,414.0,29398.28080229226,9490.0,1664.0,7826.0,1075.0,10565.0,754.0,646.0,304.0,553.0,8293.0,3.935814950980392,1054.0,3099.0,4947.0,1465.0,,5167.0,3048.0,1644.0,589.0,117.0,546.0,546.0,526.0,46.0,229200.0,6667.0,Health Care,Education,Administration,Retail Trade,Accommodation and Food Service,1146.0,883.0,627.0,573.0,570.0,6708.0,Education,Health Care,Real Estate,Administration,Accommodation and Food Service,2413.0,1315.0,652.0,608.0,429.0,Outside of Chicago,The Loop,Near North Side,Near West Side,Douglas,1778.0,1693.0,641.0,542.0,197.0,Outside of Chicago,Douglas,Auburn Gresham,South Shore,Greater Grand Crossing,2339.0,197.0,183.0,174.0,160.0,,,,,,,,,,,,,,,,11547,,,,,,,,,,8.483252913,1052.8588440843519,70.367915036667981,0.0668350894633605,166.382451546200910,0.15802921016530005,3.524405597480572,0.0033474625941387896,51.137498277190758,0.04857013697943898,230.893511869571910,0.2193014886723727,0.811398637635713,0.0007706623183104554,333.117739195797870,0.31639354227536837,n/a,n/a,74.655515483460050,0.0709074306616917,121.968408440346120,0.11584497687001848,5180.0,2557.0,1031.0,722.0,3315.0,1084.0,6175.0,3306.0,193.0,579.0,2534.0,2504.0,227.0,649.0,1628.0,1464.0,578.0,681.0,205.0,1629.0,1103.0,389.0,137.0,16311.0,3499.0,19810.0,15950.0,3860.0,1772.0,15950.0,526.0,64.0,1307.0,50.0,113.0,88.0,395.0,1104.0,213.0,1745,295,22635,1390,405,,,,,,,,,,,,,,,,,,
Dunning,42164,41932,43444.0,10152.0,8785.0,8509.0,9174.0,3866.0,1938.0,1020.0,40.332419465387254,27862.0,12559.0,895.0,1755.0,373.0,43261.0,35236.0,23573.0,22193.0,1311.0,11663.0,281.0,21617.0,16637.0,1840.0,2312.0,555.0,273.0,N/A,1352.0,6070.0,5944.0,2170.0,31120.0,4142.0,10060.0,6819.0,2617.0,5117.0,2365.0,2915.0,3612.0,2633.0,2463.0,2654.0,1259.0,61589.59537572254,15536.0,11449.0,4087.0,952.0,16488.0,10561.0,470.0,1169.0,1137.0,3074.0,5.825111059153612,835.0,3211.0,8463.0,3979.0,,1613.0,6381.0,5791.0,2087.0,616.0,1525.0,7794.0,1888.0,218.0,227975.62519784743,19324.0,Health Care,Retail Trade,Manufacturing,Education,Accommodation and Food Service,2424.0,2112.0,1927.0,1793.0,1502.0,6701.0,Health Care,Education,Administration,Retail Trade,Manufacturing,1739.0,1063.0,754.0,733.0,630.0,Outside of Chicago,The Loop,Near North Side,Near West Side,Dunning,9810.0,3044.0,771.0,678.0,554.0,Outside of Chicago,Dunning,Portage Park,Austin,Belmont Cragin,2883.0,554.0,225.0,193.0,171.0,,,,,,,,,,,,,,,,15422,,,,,,,,,,1.048829685,2378.2139848943293,1011.558135883892500,0.4253436159693758,138.364162743535270,0.05817986254491022,21.705805945752303,0.009126935626323277,68.031524922781713,0.02860614114410926,358.008877339201090,0.15053686489658263,29.324791135054074,0.012330594017744395,641.289942900653270,0.26965190978352926,0.085958141533734,3.614398959879691e-05,73.333409978927818,0.030835496908486235,36.511375902997500,0.015352435119340114,4121.0,4661.0,2810.0,3944.0,10853.0,1228.0,4683.0,1933.0,13.0,98.0,1822.0,4309.0,681.0,967.0,2661.0,2628.0,1041.0,631.0,956.0,6299.0,4295.0,1445.0,559.0,27189.0,13552.0,40741.0,19034.0,21707.0,8749.0,19034.0,8732.0,9020.0,154.0,876.0,255.0,34.0,194.0,2297.0,145.0,34394,5441,234,1315,780,,,,,,,,,,,,,,,,,,
East Garfield Park,20881,20567,20225.0,6430.0,5031.0,3571.0,3298.0,1071.0,601.0,224.0,30.357880247763248,1079.0,711.0,18147.0,80.0,208.0,19305.0,14913.0,7488.0,6119.0,1369.0,7425.0,273.0,5763.0,2813.0,238.0,2278.0,286.0,147.0,N/A,2987.0,2723.0,955.0,260.0,11862.0,2544.0,4005.0,2733.0,785.0,1205.0,591.0,3551.0,1466.0,703.0,618.0,388.0,199.0,24000.0,6925.0,1546.0,5379.0,1481.0,8406.0,971.0,365.0,2181.0,2520.0,2369.0,5.520106589147287,722.0,984.0,1161.0,5539.0,,1862.0,2479.0,2975.0,792.0,299.0,646.0,720.0,145.0,30.0,174702.38095238095,7101.0,Health Care,Retail Trade,Administration,Education,Accommodation and Food Service,1303.0,843.0,814.0,661.0,625.0,3521.0,Health Care,Professional,Administration,Construction,Manufacturing,1247.0,656.0,424.0,279.0,163.0,Outside of Chicago,The Loop,Near West Side,Near North Side,West Town,2775.0,1091.0,498.0,479.0,222.0,Outside of Chicago,Austin,East Garfield Park,Humboldt Park,Logan Square,1427.0,159.0,109.0,92.0,87.0,,,,,,,,,,,,,,,,7995,,,,,,,,,,4.22344441,1236.9885235603895,58.835069300922200,0.047563148873506815,208.105265170100130,0.16823540494225164,9.221605528081476,0.007454883656914768,38.663577614952509,0.03125621368229692,82.524566460826719,0.06671409224015964,74.813903816058897,0.06048067737987102,412.463766438061160,0.3334418699786141,n/a,n/a,183.051247627688160,0.14798136291581498,169.309521603698240,0.13687234633057013,2467.0,1665.0,1077.0,1717.0,4235.0,1585.0,2690.0,2457.0,119.0,154.0,2185.0,1890.0,236.0,440.0,1214.0,698.0,288.0,306.0,104.0,1178.0,778.0,336.0,64.0,18249.0,336.0,18584.0,17852.0,733.0,189.0,17852.0,605.0,47.0,0.0,46.0,6.0,0.0,19.0,9.0,1.0,235,207,20296,25,118,,,,,,,,,,,,,,,,,,
East Side,23653,23042,22982.0,7426.0,4751.0,4503.0,3979.0,1183.0,748.0,392.0,32.690107671601616,3929.0,18387.0,562.0,66.0,38.0,22976.0,17379.0,11240.0,9170.0,2050.0,6139.0,75.0,9021.0,6556.0,1067.0,1031.0,351.0,17.0,N/A,974.0,2597.0,2100.0,1157.0,13761.0,4174.0,4731.0,2508.0,621.0,1240.0,487.0,1786.0,2030.0,1148.0,947.0,669.0,249.0,42917.82729805014,6828.0,4712.0,2117.0,916.0,7744.0,4807.0,158.0,1626.0,906.0,249.0,6.0691809347524295,102.0,478.0,4074.0,3089.0,,421.0,2356.0,3502.0,1188.0,277.0,3264.0,1312.0,95.0,37.0,121557.8007518797,7491.0,Manufacturing,Health Care,Education,Accommodation and Food Service,Retail Trade,1040.0,930.0,771.0,723.0,689.0,1425.0,Transportation,Administration,Retail Trade,Accommodation and Food Service,Construction,276.0,206.0,206.0,166.0,157.0,Outside of Chicago,The Loop,Near North Side,Near West Side,East Side,3275.0,1267.0,368.0,306.0,224.0,Outside of Chicago,East Side,Hegewisch,South Deering,South Chicago,821.0,224.0,40.0,36.0,30.0,,,,,,,,,,,,,,,,18054,,,,,,,,,,7.507907813,1908.4807887530592,465.409111089725230,0.24386366047405109,80.895105983719745,0.04238717332678735,11.951560234189905,0.006262342437305159,58.424654050173302,0.030613173784340853,99.845034380174980,0.05231649957839531,112.395863056279940,0.05889284488407967,739.722681350753870,0.38759765658110984,n/a,n/a,209.725962497046310,0.10989157644813108,130.110816110995870,0.06817507248579964,1464.0,1475.0,1244.0,2644.0,5239.0,958.0,1589.0,1353.0,31.0,92.0,1230.0,2377.0,481.0,644.0,1253.0,1108.0,563.0,280.0,265.0,1856.0,1529.0,293.0,35.0,14951.0,6666.0,21617.0,6211.0,15405.0,5239.0,6211.0,14872.0,412.0,33.0,0.0,18.0,0.0,0.0,70.0,1.0,6951,16113,242,57,290,,,,,,,,,,,,,,,,,,
Edgewater,62198,56521,55430.0,8155.0,16364.0,12013.0,11269.0,4434.0,2049.0,1146.0,38.47845015237266,30615.0,9081.0,7592.0,6430.0,1712.0,52325.0,49792.0,34046.0,31680.0,2366.0,15746.0,1968.0,29297.0,11045.0,1843.0,13580.0,2190.0,639.0,N/A,11243.0,12907.0,4001.0,516.0,43577.0,4102.0,6425.0,6974.0,2278.0,13743.0,10055.0,8023.0,6735.0,5020.0,3033.0,3117.0,2739.0,47636.41425389755,28667.0,10262.0,18405.0,3684.0,32351.0,2016.0,410.0,1827.0,2690.0,25382.0,4.325389884856435,1021.0,6583.0,10934.0,13813.0,,17752.0,9704.0,3668.0,792.0,435.0,2460.0,4104.0,2121.0,1474.0,238680.2575107296,26824.0,Health Care,Professional,Education,Accommodation and Food Service,Retail Trade,3571.0,3471.0,3006.0,2882.0,2352.0,12608.0,Education,Health Care,Accommodation and Food Service,Retail Trade,Other Service,3816.0,3374.0,1676.0,1119.0,603.0,Outside of Chicago,The Loop,Near North Side,Near West Side,Edgewater,8639.0,5652.0,3381.0,1503.0,1153.0,Outside of Chicago,Edgewater,Rogers Park,West Ridge,Uptown,5005.0,1153.0,626.0,558.0,497.0,,,,,,,,,,,,,,,,7649,,,,,,,,,,1.748266343,1111.664634795967,148.265371475684990,0.13337239202801243,355.067421933902950,0.3194015630434006,24.599573461763210,0.02212859228563853,77.292192168502652,0.0695283359290176,61.802902337907952,0.05559491631147477,6.569742370468953,0.0059098240286062104,348.572128203658910,0.31355870942825775,n/a,n/a,81.264599454115853,0.07310172232746345,8.230703389961398,0.007403944618128513,15039.0,8951.0,2524.0,2153.0,10392.0,1111.0,18275.0,5841.0,250.0,733.0,4858.0,8128.0,439.0,2538.0,5151.0,5020.0,1379.0,2221.0,1420.0,8889.0,6182.0,1859.0,848.0,37387.0,15883.0,53270.0,33831.0,19439.0,8268.0,33831.0,7262.0,3037.0,588.0,908.0,282.0,150.0,1495.0,3726.0,1991.0,29782,12176,10564,7172,2504,,,,,,,,,,,,,,,,,,
Edison Park,11328,11187,11008.0,2399.0,2211.0,2487.0,2141.0,803.0,691.0,275.0,41.622983870967744,9760.0,749.0,148.0,236.0,114.0,11001.0,8954.0,6366.0,6105.0,261.0,2588.0,183.0,5815.0,4527.0,267.0,679.0,230.0,112.0,N/A,320.0,1496.0,2062.0,586.0,8169.0,349.0,1695.0,1678.0,598.0,2369.0,1481.0,412.0,810.0,562.0,739.0,669.0,1273.0,90172.53044654938,4465.0,3409.0,1055.0,399.0,4863.0,3215.0,76.0,144.0,248.0,1181.0,6.009298998569385,136.0,591.0,3083.0,1053.0,,546.0,1532.0,1619.0,983.0,184.0,317.0,1102.0,1546.0,440.0,336143.03959131544,6114.0,Public Administration,Education,Health Care,Retail Trade,Professional,856.0,842.0,677.0,517.0,484.0,2606.0,Administration,Professional,Accommodation and Food Service,Health Care,Real Estate,891.0,422.0,211.0,205.0,128.0,Outside of Chicago,The Loop,Near North Side,Near West Side,O'Hare,2956.0,1524.0,250.0,166.0,163.0,Outside of Chicago,Edison Park,Norwood Park,Austin,Dunning,1460.0,134.0,104.0,57.0,54.0,,,,,,,,,,,,,,,,14890,,,,,,,,,,2.053389701,726.2698243534444,379.041753540504320,0.5219021096986138,40.016311750624801,0.055098408895411545,5.992233785532012,0.008250699099148925,23.776200738170505,0.03273742064023804,10.742891893554118,0.014791874222666332,9.081289905874062,0.012504016553294918,236.621007013811980,0.32580316444299723,n/a,n/a,20.232498751020984,0.027858101868727364,0.765636974351692,0.0010542045789019168,1273.0,1675.0,535.0,982.0,2957.0,134.0,1508.0,217.0,0.0,21.0,196.0,895.0,177.0,253.0,465.0,558.0,246.0,96.0,216.0,2670.0,1927.0,636.0,107.0,9235.0,1266.0,10501.0,8579.0,1922.0,587.0,8579.0,565.0,513.0,5.0,10.0,11.0,18.0,132.0,635.0,33.0,10572,463,19,200,74,,,,,,,,,,,,,,,,,,
