GEOG,2000_POP,2010_POP,POP_CHANGE,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_79,OV80,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,POP_25OV,HS,BACH,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,MedIncFam_Hcost,MedIncFam_Tcost,MedIncFam_HTcost,Ret_Hcost,Ret_Tcost,Ret_HTcost,SPFam_Hcost,SPFam_Tcost,SPFam_HTcost,ModIncFam_Hcost,ModIncFam_Tcost,ModIncFam_HTcost,IDES_EMP,EMP_CHANGE,PCT_CHANGE,AVG_VMT,RET_SALES,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,PARK_ACC,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc
Midlothian,14315,14819,504,14901.0,4091.0,3176.0,2661.0,3392.0,1160.0,421.0,36.2,9912.0,3151.0,1103.0,312.0,423.0,14805.0,11877.0,8561.0,7367.0,1194.0,3316.0,176,7002.0,5725.0,684.0,408.0,113.0,72.0,9954.0,8910.0,1862.0,879.0,1179.0,1295.0,1060.0,774.0,285.0,62036.0,5472.0,4106.0,1366.0,474.0,5946.0,4432.0,130.0,141.0,233.0,1010.0,5.7,186.0,1850.0,3397.0,513.0,1964.0,646.0,1462.0,2900.0,773.0,165.0,1798.0,2139.0,147.0,22.0,155700.0,6041.0,Health Care,Retail Trade,Manufacturing,Education,Accommodation and Food Service,800.0,736.0,588.0,571.0,568.0,1788.0,Education,Accommodation and Food Service,Retail Trade,Construction,Health Care,495.0,358.0,255.0,110.0,102.0,Chicago,Out of Region,Tinley Park,Orland Park,Midlothian,1374.0,424.0,250.0,215.0,186.0,Chicago,Midlothian,Out of Region,Oak Forest,Tinley Park,276.0,186.0,153.0,129.0,107.0,29.19588,20.97956,50.17544,37.19517,11.8383,49.03347,46.72652,29.55944,76.28596,35.63872,19.95479,55.5935,1421.0,-732.0,-33.999071063632144,20112.11315,129920464,138812973,39959660,1560567,0,0,0,180333200,N/A,15.74900253,1804.336867,866.7133058,48.03500507,47.68230422,2.642649778,3.272102632,0.181346548,85.20789137,4.722393746,80.83461732,4.480018049,6.890439959,0.381882124,432.9291992,23.99381219,0,0,234.3889802,12.99031154,46.41802659,2.572580954
Millbrook,N/A,335,N/A,329.0,55.0,43.0,83.0,113.0,28.0,7.0,47.9,295.0,32.0,0.0,2.0,0.0,329.0,298.0,216.0,199.0,17.0,82.0,16,180.0,168.0,5.0,2.0,5.0,0.0,261.0,251.0,69.0,2.0,24.0,11.0,28.0,41.0,27.0,101875.0,133.0,125.0,8.0,6.0,139.0,131.0,2.0,2.0,0.0,0.0,6.8,10.0,66.0,28.0,35.0,1977.0,2.0,13.0,75.0,40.0,9.0,18.0,79.0,26.0,2.0,261700.0,146.0,Health Care,Education,Retail Trade,Manufacturing,Wholesale Trade,25.0,16.0,13.0,13.0,13.0,45.0,Agriculture,Accommodation and Food Service,Real Estate,Other Service,Finance,25.0,15.0,2.0,2.0,1.0,Aurora,Yorkville,Unincorporated,Out of Region,Oswego,19.0,14.0,12.0,9.0,9.0,Out of Region,Yorkville,Unincorporated,Joliet,Plano,11.0,8.0,4.0,4.0,4.0,29.53034,26.44224,55.97257,37.6829,17.49225,55.17515,46.63193,38.76249,85.39442,35.91469,26.15446,62.06914,,,,N/A,1815718,6335913,901488,0,0,761050,0,7998451,N/A,300.9517849,1330.699901,136.5724134,10.26320159,0,0,0,0,8.180752067,0.614770623,13.882011,1.043211245,0,0,32.15630493,2.416495629,1027.799501,77.2375124,100.8188472,7.576377448,11.29007131,0.848431063
Millington,458,665,207,665.0,213.0,123.0,173.0,94.0,47.0,15.0,34.8,657.0,8.0,0.0,0.0,0.0,665.0,490.0,349.0,295.0,54.0,141.0,5,279.0,245.0,32.0,0.0,0.0,2.0,425.0,385.0,71.0,44.0,41.0,42.0,35.0,44.0,17.0,64464.0,223.0,204.0,19.0,2.0,225.0,215.0,2.0,6.0,0.0,0.0,6.3,95.0,51.0,25.0,54.0,1985.0,2.0,39.0,130.0,47.0,7.0,67.0,125.0,11.0,1.0,179900.0,125.0,Retail Trade,Education,Health Care,Wholesale Trade,Construction,19.0,17.0,16.0,14.0,10.0,23.0,Manufacturing,Agriculture,Finance,Accommodation and Food Service,Administration,7.0,6.0,5.0,4.0,1.0,Yorkville,Aurora,Out of Region,Chicago,Oswego,20.0,19.0,13.0,11.0,7.0,Out of Region,Montgomery,Plano,Yorkville,Oswego,5.0,3.0,2.0,2.0,2.0,27.60972,28.80412,56.41384,35.66447,19.04602,54.71049,42.37883,43.17443,85.55326,34.02463,29.11017,63.13479,,,,N/A,600150,9487014,314585,0,13768,124542,0,9939909,N/A,N/A,151.3001548,58.47267984,38.64680767,0,0,0.340020251,0.224732256,4.287973678,2.834084131,8.059063022,5.326539838,0.584911759,0.386590324,32.47257442,21.46235373,42.98655688,28.41144276,2.136275519,1.411945362,1.960099459,1.295503934
Minooka,3971,10924,6953,11225.0,3869.0,2224.0,2864.0,1613.0,554.0,101.0,32.6,9542.0,1257.0,265.0,0.0,161.0,11209.0,8006.0,6042.0,5554.0,488.0,1964.0,263,5251.0,4809.0,276.0,151.0,15.0,0.0,6773.0,6381.0,1894.0,339.0,564.0,575.0,745.0,793.0,535.0,84453.0,3551.0,2970.0,581.0,237.0,3788.0,2597.0,978.0,72.0,37.0,93.0,6.9,2404.0,1173.0,169.0,42.0,2002.0,0.0,708.0,1655.0,1194.0,231.0,721.0,2002.0,230.0,17.0,201300.0,1798.0,Education,Health Care,Retail Trade,Manufacturing,Professional,220.0,218.0,207.0,169.0,114.0,329.0,Transportation,Accommodation and Food Service,Wholesale Trade,Health Care,Retail Trade,260.0,29.0,12.0,11.0,6.0,Out of Region,Chicago,Joliet,Unincorporated,Channahon,496.0,182.0,175.0,80.0,68.0,Out of Region,Joliet,Unincorporated,Channahon,Chicago,100.0,46.0,26.0,24.0,17.0,30.138,24.21025,54.34826,38.97099,15.30735,54.27833,49.82241,35.28374,85.10614,36.96271,23.7341,60.69681,,,,N/A,196992727,180802356,15379593,67602752,202016,456466,0,264443183,N/A,N/A,1985.293022,464.4535977,23.39471265,0,0,0,0,1.078984638,0.054348886,0.695611112,0.035038209,98.24370228,4.948574402,373.0947721,18.79293223,841.0844815,42.36576023,102.4145348,5.158660895,104.2273377,5.249972502
Mokena,14583,18740,4157,18804.0,4995.0,3414.0,3876.0,4552.0,1343.0,624.0,40.4,17359.0,871.0,126.0,241.0,207.0,18799.0,15043.0,10886.0,10110.0,776.0,4157.0,312,9626.0,8277.0,528.0,749.0,43.0,29.0,12518.0,12074.0,4728.0,326.0,801.0,966.0,1012.0,1739.0,1432.0,100887.0,6276.0,5753.0,523.0,221.0,6497.0,4232.0,1474.0,26.0,342.0,423.0,6.9,1658.0,4053.0,613.0,173.0,1994.0,232.0,1225.0,2801.0,1844.0,395.0,582.0,2679.0,2093.0,399.0,281800.0,9733.0,Health Care,Retail Trade,Education,Manufacturing,Professional,1349.0,1115.0,1106.0,890.0,735.0,8163.0,Manufacturing,Health Care,Accommodation and Food Service,Education,Construction,1111.0,809.0,789.0,722.0,709.0,Chicago,Mokena,Out of Region,Orland Park,Tinley Park,1448.0,745.0,736.0,473.0,434.0,Out of Region,Unincorporated,Mokena,Tinley Park,Chicago,1110.0,824.0,745.0,525.0,499.0,32.99462,23.06079,56.0554,41.89426,14.08839,55.98265,59.56358,33.29705,92.86062,40.75227,22.40574,63.15801,8464.0,2869.0,51.27792672028597,27070.35464,466700877,543996724,116004610,47094481,0,170134,0,707265949,34,16.94159876,5691.718142,2226.365114,39.11587078,49.92185806,0.877096455,0.377847348,0.006638546,260.1700224,4.571027867,105.3691329,1.851271098,328.7467804,5.775879482,1152.096194,20.24162415,338.4990608,5.947221074,323.5682198,5.684895347,906.6039127,15.9284752
Monee,2924,5148,2224,5133.0,1445.0,1018.0,1200.0,664.0,616.0,190.0,36.4,3834.0,539.0,455.0,210.0,95.0,5133.0,3790.0,2656.0,2495.0,161.0,1134.0,44,2414.0,2110.0,121.0,115.0,0.0,68.0,3519.0,3375.0,926.0,161.0,348.0,493.0,299.0,410.0,155.0,73473.0,1866.0,1695.0,171.0,161.0,2027.0,1198.0,273.0,11.0,135.0,0.0,6.3,688.0,1149.0,102.0,88.0,1997.0,42.0,334.0,1086.0,507.0,58.0,664.0,890.0,82.0,59.0,161900.0,2219.0,Health Care,Retail Trade,Manufacturing,Education,Transportation,317.0,264.0,252.0,220.0,156.0,1604.0,Manufacturing,Transportation,Wholesale Trade,Accommodation and Food Service,Retail Trade,384.0,327.0,262.0,215.0,160.0,Out of Region,Chicago,Unincorporated,University Park,Chicago Heights,299.0,275.0,111.0,104.0,79.0,Out of Region,Unincorporated,Chicago,Monee,Park Forest,445.0,163.0,113.0,60.0,48.0,29.25019,22.70201,51.9522,37.69187,13.81097,51.50284,47.72276,32.7714,80.49416,35.88048,22.0339,57.91437,,,,25563.54711,69336009,63775670,15194654,2110360,158501,578773,0,81817958,N/A,6.365358545,2831.73429,784.6540639,27.7093111,6.498709542,0.229495739,1.693321468,0.059798035,107.0571468,3.780621196,55.63146932,1.964572365,216.4926622,7.645232216,469.5621183,16.58213908,864.7035453,30.53618231,32.76853904,1.157189753,292.6727143,10.33545822
Montgomery,5471,18438,12967,18780.0,6663.0,3632.0,5093.0,2237.0,951.0,204.0,32.3,10413.0,6477.0,986.0,676.0,228.0,18765.0,13309.0,10028.0,9261.0,767.0,3281.0,259,8808.0,7346.0,899.0,294.0,133.0,136.0,11168.0,9923.0,3206.0,530.0,862.0,1450.0,1234.0,1395.0,355.0,76207.0,5826.0,5009.0,817.0,616.0,6442.0,4767.0,1134.0,73.0,125.0,269.0,6.6,4275.0,1326.0,676.0,165.0,2003.0,138.0,1315.0,2497.0,1935.0,557.0,1166.0,3626.0,180.0,37.0,183200.0,8836.0,Manufacturing,Retail Trade,Health Care,Education,Administration,1060.0,1047.0,1042.0,748.0,720.0,7319.0,Manufacturing,Wholesale Trade,Retail Trade,Accommodation and Food Service,Administration,2987.0,1027.0,1002.0,563.0,449.0,Aurora,Chicago,Out of Region,Naperville,Unincorporated,1450.0,910.0,585.0,538.0,432.0,Out of Region,Aurora,Unincorporated,Oswego,Montgomery,1647.0,1421.0,652.0,323.0,285.0,28.83225,22.39444,51.22669,36.85675,13.343,50.19975,47.02419,31.96641,78.9906,35.2806,21.58964,56.87024,4154.0,16.0,0.3866602223296278,23820.61752,370119890,265697535,46946433,43393077,1072602,559679,0,357669326,N/A,24.60590628,6088.23092,1576.712274,25.89770813,31.68028091,0.520352814,2.331631138,0.038297351,341.6097713,5.610985782,155.1930311,2.54906611,495.3053266,8.135455653,1086.678113,17.84883208,1329.76735,21.84160502,498.2089211,8.183147579,570.7442206,9.374549489
Morton Grove,22451,23270,819,23424.0,4780.0,4085.0,3983.0,5337.0,3563.0,1676.0,45.4,13881.0,1484.0,390.0,6809.0,860.0,23282.0,19420.0,11806.0,10864.0,942.0,7614.0,254,10482.0,8259.0,1071.0,868.0,214.0,70.0,17569.0,15942.0,7672.0,1318.0,1459.0,1431.0,1255.0,1806.0,1074.0,73939.0,8343.0,7651.0,692.0,590.0,8933.0,6930.0,355.0,135.0,100.0,1400.0,5.9,773.0,1349.0,6286.0,525.0,1959.0,523.0,2071.0,4758.0,1293.0,288.0,608.0,3443.0,3011.0,589.0,293000.0,11819.0,Health Care,Retail Trade,Education,Professional,Manufacturing,2123.0,1365.0,1073.0,1064.0,1018.0,8219.0,Manufacturing,Retail Trade,Health Care,Wholesale Trade,Accommodation and Food Service,2566.0,1077.0,931.0,773.0,591.0,Chicago,Skokie,Morton Grove,Evanston,Glenview,4014.0,724.0,612.0,569.0,435.0,Chicago,Morton Grove,Unincorporated,Out of Region,Skokie,2126.0,612.0,471.0,410.0,392.0,31.93136,20.52292,52.45428,41.03832,11.46549,52.50381,56.08871,28.80244,84.89115,39.24483,19.4522,58.69703,7965.0,-1849.0,-18.840432035867128,16280.34534,424197520,498219161,128260405,75359033,0,89479,0,701928078,59,29.45004854,3256.426861,1200.411062,36.8628289,48.99179469,1.504464764,6.05757415,0.186019045,186.9286818,5.740300331,75.34773617,2.313816321,212.0821775,6.512726575,822.8625707,25.26887923,0,0,685.3064553,21.0447366,18.4388083,0.566228234
Mount Prospect,56265,54167,-2098,54589.0,13881.0,10012.0,12190.0,10384.0,5644.0,2478.0,39.9,36659.0,9266.0,1184.0,6493.0,987.0,54435.0,43328.0,29791.0,27809.0,1964.0,13537.0,773,26709.0,21740.0,2238.0,1795.0,747.0,189.0,38232.0,33765.0,14524.0,2337.0,4739.0,3841.0,3124.0,3451.0,2796.0,69155.0,20288.0,14485.0,5803.0,1341.0,21629.0,12072.0,855.0,268.0,825.0,7558.0,5.5,867.0,8393.0,11579.0,790.0,1967.0,3237.0,5726.0,8283.0,3795.0,588.0,1879.0,5884.0,5702.0,1020.0,290800.0,25517.0,Health Care,Retail Trade,Manufacturing,Professional,Education,3135.0,2664.0,2584.0,2326.0,2147.0,21040.0,Administration,Retail Trade,Manufacturing,Wholesale Trade,Accommodation and Food Service,5030.0,3405.0,1687.0,1426.0,1276.0,Chicago,Mount Prospect,Arlington Heights,Out of Region,Des Plaines,4517.0,1598.0,1575.0,1115.0,1103.0,Chicago,Out of Region,Mount Prospect,Unincorporated,Arlington Heights,3214.0,2089.0,1598.0,1068.0,1001.0,30.61922,19.60482,50.22405,39.3454,10.39934,49.74474,52.38228,27.08624,79.46852,37.71186,18.35343,56.06529,14527.0,-3336.0,-18.675474444382242,17825.20847,1512665017,989619882,285736126,114184895,836775,0,0,1390377678,54,9.440106607,6638.522632,2908.365662,43.8104353,373.7873793,5.630580779,9.03095579,0.136038638,521.0989391,7.849622093,271.8696541,4.095333693,467.7631158,7.046192981,1471.47476,22.16569621,0,0,515.625925,7.767178837,99.50624096,1.498921469
Mundelein,30935,31064,129,31498.0,8731.0,6172.0,7171.0,6415.0,2427.0,582.0,36.5,18201.0,9709.0,493.0,2563.0,532.0,31287.0,24414.0,18136.0,16404.0,1695.0,6278.0,895,15291.0,13226.0,1247.0,456.0,183.0,179.0,21139.0,18736.0,8735.0,1242.0,1904.0,1943.0,1624.0,2220.0,1875.0,78635.0,10808.0,8191.0,2617.0,691.0,11499.0,7769.0,1404.0,85.0,131.0,2078.0,6.0,1214.0,6540.0,3286.0,459.0,1982.0,954.0,2771.0,4595.0,2730.0,449.0,1357.0,4684.0,2076.0,74.0,225000.0,14045.0,Manufacturing,Retail Trade,Health Care,Education,Professional,1898.0,1725.0,1382.0,1293.0,1206.0,10891.0,Manufacturing,Education,Retail Trade,Wholesale Trade,Accommodation and Food Service,4765.0,1067.0,983.0,928.0,771.0,Chicago,Mundelein,Unincorporated,Vernon Hills,Libertyville,1401.0,1151.0,923.0,843.0,797.0,Mundelein,Out of Region,Unincorporated,Waukegan,Chicago,1151.0,970.0,898.0,765.0,620.0,30.4058,21.77681,52.1826,39.30133,12.68713,51.98846,50.8817,30.94605,81.82775,37.21838,20.88885,58.10723,12023.0,-576.0,-4.571791412016827,21713.00246,505329601,542510524,123752325,66494504,1243973,18808,0,734020134,48,29.28798033,6377.060872,2111.704452,33.11407079,106.8057783,1.674843324,0,0,413.3247425,6.481430094,697.4237139,10.93644436,409.7355905,6.425147866,1252.009264,19.63301416,193.7080089,3.037575034,941.5109579,14.76402651,250.8383647,3.933447864
Naperville,128358,141853,13495,144108.0,43486.0,22692.0,33047.0,30435.0,10534.0,3914.0,38.5,100363.0,9076.0,6423.0,24203.0,4043.0,141774.0,110281.0,77327.0,72104.0,5132.0,32954.0,5826,65244.0,53532.0,3244.0,6657.0,1276.0,535.0,92759.0,89736.0,61287.0,4377.0,6405.0,6053.0,5947.0,10599.0,16360.0,109512.0,49741.0,37671.0,12070.0,2772.0,52513.0,33578.0,6285.0,384.0,1481.0,10759.0,7.5,7813.0,37981.0,5142.0,1577.0,1987.0,5449.0,11210.0,10114.0,21449.0,4291.0,2502.0,8728.0,18199.0,8242.0,377900.0,65494.0,Professional,Health Care,Education,Retail Trade,Manufacturing,8208.0,7924.0,6646.0,6293.0,4696.0,69177.0,Health Care,Professional,Retail Trade,Education,Accommodation and Food Service,11519.0,9580.0,8966.0,6431.0,5568.0,Naperville,Chicago,Out of Region,Unincorporated,Aurora,11231.0,10136.0,3676.0,3160.0,2819.0,Naperville,Out of Region,Aurora,Unincorporated,Chicago,11231.0,6339.0,6281.0,5709.0,4825.0,34.48651,21.75913,56.24564,44.11503,12.6279,56.74293,61.47202,30.90886,92.38088,42.42492,20.85535,63.28027,75047.0,12410.0,19.8125708447084,20873.81341,3325232532,4815703617,1068576425,114682077,2731565,215985,0,6001909669,45,21.15997892,25165.34423,10240.83693,40.69420564,791.1980221,3.143998409,0.161849388,0.000643144,2397.657081,9.527614879,1331.841061,5.292361784,767.2435762,3.048810178,5285.646016,21.00367064,542.3801721,2.155266255,3001.611754,11.92756088,806.7677656,3.20586819
New Lenox,17771,24394,6623,24747.0,7949.0,3890.0,6141.0,4455.0,1691.0,621.0,36.4,22479.0,1465.0,192.0,398.0,213.0,24678.0,18373.0,13382.0,12593.0,780.0,4991.0,514,11836.0,10118.0,663.0,903.0,44.0,108.0,15578.0,15036.0,6085.0,572.0,1194.0,1248.0,1236.0,2235.0,1652.0,96327.0,8137.0,7039.0,1098.0,199.0,8336.0,6355.0,971.0,0.0,321.0,667.0,6.9,2577.0,4912.0,716.0,131.0,1993.0,326.0,1642.0,3071.0,2985.0,312.0,642.0,3835.0,2459.0,103.0,270700.0,12955.0,Health Care,Education,Retail Trade,Manufacturing,Professional,1664.0,1613.0,1304.0,1224.0,939.0,8682.0,Health Care,Retail Trade,Education,Accommodation and Food Service,Construction,3139.0,1132.0,789.0,703.0,489.0,Chicago,New Lenox,Joliet,Out of Region,Unincorporated,1745.0,1032.0,1029.0,860.0,857.0,Unincorporated,Joliet,Out of Region,New Lenox,Chicago,1089.0,1060.0,1044.0,1032.0,386.0,30.64655,23.4668,54.11334,39.2995,14.49156,53.79106,52.91758,33.99892,86.9165,37.65156,22.85481,60.50637,9834.0,4331.0,78.70252589496639,26131.62056,487895339,607621857,103987263,39084816,46865,1435463,0,752176264,34,26.35556326,10037.39751,2628.738592,26.18944391,37.79056657,0.376497658,0,0,244.6777228,2.437660982,336.6602554,3.354059207,198.7011341,1.979608099,2034.649836,20.27069102,2536.042241,25.2659341,642.9133382,6.405179603,1377.223827,13.72092542
Newark,887,992,105,1108.0,342.0,189.0,242.0,204.0,105.0,26.0,36.0,1039.0,67.0,0.0,2.0,0.0,1108.0,803.0,584.0,553.0,31.0,219.0,41,506.0,434.0,34.0,0.0,25.0,13.0,726.0,679.0,144.0,58.0,72.0,81.0,75.0,51.0,45.0,70278.0,382.0,303.0,79.0,17.0,399.0,337.0,0.0,17.0,4.0,41.0,6.6,76.0,126.0,93.0,104.0,1970.0,33.0,63.0,203.0,71.0,29.0,50.0,227.0,19.0,7.0,210700.0,476.0,Health Care,Retail Trade,Education,Wholesale Trade,Professional,64.0,50.0,44.0,40.0,37.0,238.0,Education,Transportation,Construction,Accommodation and Food Service,Wholesale Trade,66.0,57.0,33.0,24.0,17.0,Chicago,Out of Region,Unincorporated,Joliet,Naperville,51.0,50.0,30.0,29.0,28.0,Out of Region,Joliet,Unincorporated,Yorkville,Shorewood,57.0,53.0,28.0,12.0,12.0,28.77302,24.83376,53.60679,37.00629,15.88891,52.8952,43.20288,36.15699,79.35987,35.50612,24.39622,59.90234,,,,N/A,11051447,17407837,3383459,300094,0,333875,0,21425265,N/A,27.05064864,714.5678761,162.8040029,22.7835603,0.585918611,0.081996215,0.504297101,0.070573716,13.7854234,1.929197193,46.8329444,6.554023204,2.416594001,0.338189566,94.95144799,13.28795363,345.9613125,48.41545836,26.83424346,3.755310637,19.89169171,2.78373719
Niles,30068,29803,-265,29939.0,5443.0,5004.0,5058.0,6807.0,4698.0,2929.0,49.0,20264.0,3395.0,484.0,5291.0,505.0,28765.0,25333.0,13946.0,12887.0,1041.0,11387.0,364,12391.0,10095.0,1017.0,865.0,281.0,133.0,23158.0,19480.0,6606.0,2532.0,3286.0,1754.0,1395.0,1652.0,779.0,48666.0,11398.0,8597.0,2801.0,969.0,12367.0,6625.0,958.0,244.0,527.0,4002.0,5.0,584.0,2936.0,8441.0,406.0,1962.0,1890.0,4088.0,4782.0,1404.0,203.0,1316.0,4517.0,2382.0,382.0,257100.0,12765.0,Health Care,Retail Trade,Manufacturing,Professional,Education,2081.0,1526.0,1270.0,1015.0,959.0,19821.0,Retail Trade,Health Care,Manufacturing,Wholesale Trade,Accommodation and Food Service,6416.0,2271.0,2197.0,1924.0,1301.0,Chicago,Niles,Skokie,Glenview,Des Plaines,3658.0,915.0,525.0,488.0,434.0,Chicago,Out of Region,Unincorporated,Niles,Skokie,5722.0,1440.0,1306.0,915.0,582.0,31.00517,19.47295,50.47812,39.91865,10.27177,50.19041,51.38043,26.88112,78.26155,38.03333,18.21456,56.24789,18168.0,-1845.0,-9.21900764503073,14282.28459,1521460601,526639400,389216258,189709453,0,0,0,1105565111,63,9.382996598,3741.957573,1132.651224,30.26894886,162.659047,4.346897148,6.838453779,0.182750703,532.9233015,14.24183174,432.5025435,11.5581894,429.525993,11.47864412,749.6664717,20.03407193,0,0,279.9436834,7.481209445,15.24685497,0.40745665
Norridge,14582,14572,-10,14713.0,2737.0,2524.0,2627.0,3287.0,2058.0,1480.0,46.5,12695.0,1187.0,54.0,726.0,51.0,14286.0,12688.0,7310.0,6789.0,521.0,5378.0,156,6317.0,5002.0,704.0,351.0,187.0,73.0,10970.0,9570.0,2377.0,1264.0,1256.0,1027.0,850.0,825.0,284.0,55707.0,5506.0,4684.0,822.0,492.0,5998.0,4590.0,119.0,128.0,75.0,1077.0,5.3,217.0,1093.0,4232.0,456.0,1958.0,567.0,1381.0,3284.0,620.0,146.0,458.0,2941.0,1089.0,196.0,246600.0,6596.0,Health Care,Manufacturing,Retail Trade,Accommodation and Food Service,Professional,827.0,769.0,767.0,523.0,507.0,6035.0,Retail Trade,Administration,Health Care,Manufacturing,Accommodation and Food Service,2016.0,1230.0,585.0,566.0,504.0,Chicago,Norridge,Out of Region,Des Plaines,Elk Grove Village,2182.0,338.0,284.0,187.0,184.0,Chicago,Out of Region,Norridge,Unincorporated,Harwood Heights,2189.0,486.0,338.0,217.0,110.0,31.07785,19.95255,51.0304,40.33598,10.50376,50.83974,51.78209,27.64045,79.42255,38.0634,18.69439,56.75779,5969.0,-674.0,-10.146018365196447,15269.48172,450169891,281258986,120348596,9815574,0,0,0,411423156,N/A,0.022052206,1158.584041,620.8200977,53.58438194,34.39046636,2.968318666,1.801736608,0.155511948,107.3145128,9.262557484,75.87388166,6.548845743,22.01115377,1.899832294,292.0640753,25.20870864,0,0,0.321344807,0.027735995,3.986772205,0.344107295
North Aurora,10585,16760,6175,16927.0,4842.0,3244.0,4157.0,3193.0,1125.0,366.0,36.6,12212.0,1923.0,1210.0,1147.0,435.0,16704.0,12862.0,9551.0,8802.0,749.0,3311.0,516,8171.0,7365.0,379.0,212.0,85.0,130.0,11384.0,10589.0,4431.0,743.0,796.0,1026.0,1069.0,1151.0,991.0,81350.0,5776.0,4514.0,1262.0,191.0,5967.0,4232.0,700.0,104.0,166.0,762.0,6.5,2037.0,2221.0,1462.0,247.0,1994.0,638.0,1080.0,2103.0,1887.0,259.0,705.0,2491.0,1170.0,148.0,237600.0,7124.0,Health Care,Manufacturing,Retail Trade,Education,Wholesale Trade,877.0,839.0,759.0,620.0,548.0,4932.0,Manufacturing,Retail Trade,Health Care,Accommodation and Food Service,Wholesale Trade,1632.0,950.0,476.0,334.0,315.0,Aurora,Batavia,Chicago,Naperville,Geneva,1055.0,537.0,495.0,398.0,369.0,Aurora,Out of Region,Unincorporated,North Aurora,Chicago,960.0,655.0,458.0,240.0,237.0,29.70862,22.1424,51.85102,37.77562,12.96857,50.74419,50.68978,31.47877,82.16855,36.45883,21.26016,57.71898,5116.0,117.0,2.3404680936187234,22291.62394,433575310,339111156,59859375,31341315,316153,244838,0,430872837,28,23.93056051,4731.315745,1587.720897,33.55770324,52.98776528,1.119937204,0,0,258.4751521,5.46307129,124.2761682,2.626672472,390.1643255,8.24642333,1183.930837,25.02328953,215.2871557,4.550259744,396.3753052,8.377697168,522.098139,11.03494603
