,GEOG,2000_POP,2010_POP,TOT_POP,WHITE,HISP,BLACK,ASIAN,OTHER,IN_LBFRC,EMP,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,YEAR
15,Chicago Lawn,61412,55628,54265.0,1973.0,26109.0,25023.0,304.0,856.0,25890.0,20233.0,33616.30321910696,15915.0,6902.0,9013.0,2926.0,7660.0,152.0,4186.0,4009.0,2792.0,,3253.0,6059.0,6337.0,2039.0,1153.0,2018
16,Clearing,22331,23139,25200.0,11672.0,12527.0,340.0,361.0,300.0,13478.0,12123.0,62908.16326530613,8654.0,5979.0,2675.0,509.0,5265.0,516.0,571.0,881.0,1911.0,,904.0,2658.0,4269.0,904.0,428.0,2018
17,Douglas,26470,18238,20559.0,2356.0,649.0,14460.0,2639.0,455.0,9861.0,8281.0,29398.28080229226,9490.0,1664.0,7826.0,1075.0,754.0,646.0,304.0,553.0,8293.0,,5167.0,3048.0,1644.0,589.0,117.0,2018
18,Dunning,42164,41932,43444.0,27862.0,12559.0,895.0,1755.0,373.0,23573.0,22193.0,61589.59537572254,15536.0,11449.0,4087.0,952.0,10561.0,470.0,1169.0,1137.0,3074.0,,1613.0,6381.0,5791.0,2087.0,616.0,2018
19,East Garfield Park,20881,20567,20225.0,1079.0,711.0,18147.0,80.0,208.0,7488.0,6119.0,24000.0,6925.0,1546.0,5379.0,1481.0,971.0,365.0,2181.0,2520.0,2369.0,,1862.0,2479.0,2975.0,792.0,299.0,2018
20,East Side,23653,23042,22982.0,3929.0,18387.0,562.0,66.0,38.0,11240.0,9170.0,42917.82729805014,6828.0,4712.0,2117.0,916.0,4807.0,158.0,1626.0,906.0,249.0,,421.0,2356.0,3502.0,1188.0,277.0,2018
21,Edgewater,62198,56521,55430.0,30615.0,9081.0,7592.0,6430.0,1712.0,34046.0,31680.0,47636.41425389755,28667.0,10262.0,18405.0,3684.0,2016.0,410.0,1827.0,2690.0,25382.0,,17752.0,9704.0,3668.0,792.0,435.0,2018
22,Edison Park,11328,11187,11008.0,9760.0,749.0,148.0,236.0,114.0,6366.0,6105.0,90172.53044654938,4465.0,3409.0,1055.0,399.0,3215.0,76.0,144.0,248.0,1181.0,,546.0,1532.0,1619.0,983.0,184.0,2018
23,Englewood,40222,30654,26020.0,204.0,756.0,24690.0,62.0,308.0,10149.0,6564.0,20111.892583120203,9191.0,2363.0,6828.0,5045.0,3211.0,324.0,4955.0,2225.0,3485.0,,2560.0,4698.0,4792.0,1516.0,670.0,2018
24,Forest Glen,18165,18508,18651.0,13669.0,2440.0,169.0,1976.0,397.0,9763.0,9265.0,108145.7345971564,6678.0,6023.0,656.0,465.0,5909.0,330.0,287.0,238.0,380.0,,303.0,1519.0,3710.0,1214.0,397.0,2018
25,Fuller Park,3420,2876,2457.0,123.0,141.0,2175.0,16.0,2.0,968.0,697.0,22456.14035087719,1089.0,384.0,710.0,422.0,308.0,83.0,457.0,192.0,457.0,,463.0,471.0,448.0,66.0,68.0,2018
26,Gage Park,39193,39894,40926.0,1432.0,37904.0,1352.0,191.0,47.0,19487.0,16456.0,40195.08670520231,9720.0,5298.0,4422.0,948.0,5012.0,123.0,2582.0,2244.0,700.0,,1344.0,3635.0,3474.0,1311.0,904.0,2018
27,Garfield Ridge,36101,34513,35470.0,16196.0,17229.0,1431.0,305.0,309.0,18017.0,16204.0,63129.251700680274,12008.0,9716.0,2317.0,600.0,10307.0,174.0,733.0,637.0,732.0,,790.0,2659.0,6488.0,1926.0,770.0,2018
28,Grand Boulevard,28006,21929,22056.0,570.0,373.0,20503.0,89.0,521.0,10296.0,8252.0,29686.76122931442,9843.0,2194.0,7848.0,2202.0,1088.0,662.0,706.0,2948.0,6827.0,,3546.0,3419.0,3803.0,1102.0,374.0,2018
29,Greater Grand Crossing,38619,32602,32461.0,431.0,387.0,31301.0,5.0,337.0,14357.0,10929.0,27723.26674500588,12139.0,4006.0,8133.0,3450.0,4555.0,253.0,3952.0,2485.0,4333.0,,3066.0,5796.0,4497.0,1713.0,517.0,2018
30,Hegewisch,9781,9426,9182.0,4114.0,4604.0,447.0,0.0,17.0,4568.0,4277.0,58333.333333333336,3583.0,2673.0,909.0,312.0,2787.0,17.0,642.0,129.0,139.0,,341.0,1085.0,1873.0,437.0,159.0,2018
31,Hermosa,26908,25010,24450.0,1900.0,21321.0,502.0,384.0,343.0,12812.0,11721.0,39289.27680798005,6982.0,2959.0,4023.0,792.0,2327.0,102.0,2396.0,1973.0,968.0,,1061.0,3109.0,2493.0,741.0,370.0,2018
32,Humboldt Park,65836,56323,56248.0,3258.0,30847.0,20912.0,305.0,926.0,24990.0,21325.0,34806.79702048417,16537.0,6050.0,10487.0,2981.0,4041.0,262.0,6639.0,5355.0,3204.0,,2670.0,7939.0,6448.0,1706.0,755.0,2018
33,Hyde Park,29920,25681,26573.0,12539.0,2101.0,7621.0,3249.0,1063.0,14079.0,13134.0,51482.75862068965,12529.0,4479.0,8050.0,1675.0,829.0,1009.0,206.0,1100.0,11019.0,,6360.0,3446.0,2557.0,1359.0,482.0,2018
34,Irving Park,58643,53359,55417.0,22975.0,24733.0,1543.0,4579.0,1587.0,31521.0,29592.0,55953.24675324676,20428.0,9273.0,11155.0,2019.0,5997.0,674.0,4843.0,3968.0,6874.0,,4789.0,9253.0,5454.0,2062.0,889.0,2018
35,Jefferson Park,25859,25448,26755.0,17155.0,6125.0,274.0,2597.0,604.0,15077.0,13958.0,66013.07189542483,10266.0,6368.0,3898.0,779.0,5271.0,124.0,2411.0,1588.0,1646.0,,1651.0,4010.0,3722.0,1265.0,397.0,2018
36,Kenwood,18363,17841,17074.0,2925.0,503.0,11690.0,1440.0,516.0,9125.0,7945.0,41413.64902506964,9117.0,2807.0,6310.0,1315.0,724.0,713.0,160.0,680.0,8132.0,,4402.0,3099.0,1903.0,742.0,286.0,2018
37,Lake View,94817,94368,99876.0,78859.0,8099.0,3320.0,6735.0,2863.0,74417.0,71976.0,82253.86674598453,52594.0,19083.0,33511.0,4958.0,3905.0,1588.0,3380.0,8651.0,39964.0,,26113.0,18883.0,8784.0,2664.0,1108.0,2018
38,Lincoln Park,64320,64116,67260.0,53151.0,4675.0,3134.0,4243.0,2057.0,45639.0,44037.0,95416.4297896532,32408.0,13680.0,18728.0,3030.0,3236.0,3195.0,1668.0,4876.0,22409.0,,15447.0,10574.0,5806.0,2372.0,1239.0,2018
39,Lincoln Square,44574,39493,41483.0,26554.0,7284.0,1394.0,4608.0,1643.0,26812.0,25161.0,66393.18060735216,18432.0,7164.0,11268.0,1217.0,2966.0,419.0,2980.0,3526.0,9747.0,,6478.0,6904.0,4603.0,1119.0,545.0,2018
40,Logan Square,82715,72791,73757.0,32717.0,33784.0,3542.0,2143.0,1571.0,45324.0,43008.0,63596.751659098845,28957.0,10700.0,18257.0,3300.0,4782.0,947.0,6827.0,8513.0,11127.0,,7554.0,13142.0,8612.0,2123.0,826.0,2018
41,Lower West Side,44031,35769,32998.0,4955.0,25699.0,1258.0,718.0,368.0,17799.0,16138.0,39020.14652014652,11836.0,3133.0,8703.0,1770.0,1591.0,249.0,3434.0,4348.0,3978.0,,2746.0,6709.0,3189.0,640.0,322.0,2018
42,McKinley Park,15962,15612,16064.0,2660.0,10095.0,145.0,2918.0,246.0,8088.0,7079.0,43495.57522123893,5158.0,2851.0,2307.0,433.0,1767.0,265.0,2011.0,923.0,610.0,,485.0,2117.0,2233.0,483.0,273.0,2018
43,Montclare,12646,13426,13040.0,4052.0,7608.0,584.0,522.0,275.0,6463.0,5993.0,48626.237623762376,4465.0,2762.0,1702.0,575.0,2727.0,142.0,737.0,552.0,882.0,,748.0,2005.0,1437.0,579.0,270.0,2018
44,Morgan Park,25226,22544,23035.0,6325.0,807.0,15253.0,45.0,604.0,10554.0,9382.0,59522.184300341294,8078.0,5866.0,2212.0,923.0,6388.0,396.0,277.0,593.0,1289.0,,746.0,2088.0,3705.0,1872.0,591.0,2018
45,Mount Greenwood,18820,19093,19029.0,15730.0,2090.0,589.0,368.0,252.0,9784.0,9333.0,91443.9088518843,6573.0,5705.0,868.0,477.0,6177.0,27.0,40.0,134.0,657.0,,408.0,1734.0,3589.0,882.0,437.0,2018
46,Near North Side,72811,80484,86343.0,62243.0,4627.0,7376.0,9906.0,2191.0,59521.0,56550.0,88651.13966651369,54597.0,22311.0,32286.0,9377.0,1592.0,1877.0,473.0,1595.0,58414.0,,36406.0,18627.0,7472.0,1152.0,317.0,2018
47,Near South Side,9509,21390,23190.0,10433.0,1243.0,5488.0,5375.0,651.0,16397.0,15787.0,87812.73692191055,13106.0,6714.0,6392.0,1458.0,301.0,1573.0,58.0,306.0,12309.0,,5376.0,7059.0,1742.0,379.0,8.0,2018
48,Near West Side,46419,54881,62560.0,26071.0,6105.0,18559.0,10267.0,1558.0,38477.0,34925.0,75735.76972833117,28108.0,9983.0,18125.0,2718.0,1075.0,2701.0,1524.0,3166.0,22323.0,,13390.0,11012.0,4789.0,1357.0,278.0,2018
49,New City,51721,44377,41098.0,4970.0,25261.0,9490.0,977.0,400.0,18715.0,14798.0,30622.79670975323,11953.0,4484.0,7464.0,3524.0,3598.0,283.0,6090.0,4058.0,1403.0,,1899.0,6103.0,5461.0,1341.0,668.0,2018
50,North Center,31895,31867,34942.0,26996.0,4378.0,713.0,1563.0,1292.0,21888.0,20953.0,97702.66868076536,14549.0,7476.0,7073.0,1651.0,4004.0,560.0,3802.0,3555.0,4279.0,,2825.0,6772.0,4036.0,1632.0,935.0,2018
51,North Lawndale,41768,35912,35423.0,796.0,2897.0,31112.0,83.0,535.0,13015.0,10193.0,24003.02114803625,11154.0,2843.0,8311.0,3474.0,1747.0,390.0,4003.0,4962.0,3513.0,,1664.0,5030.0,6075.0,1523.0,336.0,2018
52,North Park,18514,17931,18743.0,9642.0,3092.0,448.0,5121.0,440.0,9192.0,8408.0,54387.755102040814,6375.0,3237.0,3138.0,613.0,2106.0,151.0,1064.0,1222.0,2417.0,,1859.0,2397.0,2003.0,547.0,182.0,2018
53,Norwood Park,37543,37023,36164.0,29774.0,4225.0,169.0,1178.0,818.0,19128.0,18007.0,71404.61215932915,14518.0,11432.0,3086.0,1245.0,10909.0,201.0,1084.0,757.0,2802.0,,2013.0,5092.0,6501.0,1652.0,504.0,2018
54,Oakland,6110,5918,6474.0,125.0,240.0,5949.0,124.0,36.0,3197.0,2518.0,28231.132075471694,2860.0,414.0,2446.0,271.0,222.0,91.0,117.0,283.0,2418.0,,1097.0,1074.0,720.0,134.0,106.0,2018
55,O'Hare,11665,12756,13130.0,9664.0,1147.0,233.0,1423.0,662.0,7285.0,6681.0,49208.86075949367,6231.0,2686.0,3550.0,409.0,898.0,31.0,352.0,255.0,5110.0,,1980.0,3434.0,1139.0,26.0,65.0,2018
56,Portage Park,65340,64124,64517.0,31774.0,27575.0,862.0,2946.0,1360.0,37243.0,34296.0,58294.61457233368,22714.0,12809.0,9905.0,2159.0,10605.0,268.0,5791.0,4103.0,4019.0,,4010.0,9363.0,7077.0,3202.0,1221.0,2018
57,Pullman,8921,7325,6620.0,633.0,335.0,5474.0,43.0,135.0,3435.0,2739.0,37165.49295774648,2967.0,1369.0,1598.0,502.0,1024.0,1509.0,283.0,353.0,293.0,,502.0,1526.0,1104.0,273.0,64.0,2018
58,Riverdale,9809,6482,7382.0,135.0,265.0,6926.0,26.0,30.0,2575.0,1624.0,14286.764705882351,2409.0,251.0,2158.0,903.0,605.0,1582.0,75.0,106.0,944.0,,419.0,1324.0,1275.0,247.0,47.0,2018
59,Rogers Park,63484,54991,55500.0,23604.0,12383.0,14455.0,3205.0,1853.0,32270.0,29377.0,37549.14809960681,24258.0,5793.0,18465.0,3275.0,1665.0,507.0,873.0,2578.0,21896.0,,13956.0,8690.0,3662.0,811.0,414.0,2018
60,Roseland,52723,44619,42327.0,417.0,396.0,40798.0,169.0,547.0,18605.0,13757.0,37067.43002544529,14492.0,7943.0,6549.0,3402.0,10693.0,1335.0,2421.0,1475.0,1883.0,,1723.0,5589.0,6725.0,2606.0,1251.0,2018
61,South Chicago,38596,31198,27601.0,672.0,5810.0,20826.0,16.0,277.0,12597.0,9818.0,28824.167872648337,10225.0,3912.0,6313.0,3865.0,4157.0,228.0,3626.0,2870.0,3193.0,,2476.0,4659.0,4921.0,1415.0,619.0,2018
62,South Deering,16990,15109,14635.0,781.0,4139.0,9575.0,1.0,139.0,6322.0,4717.0,34077.66990291262,5012.0,2915.0,2097.0,758.0,2678.0,1670.0,596.0,335.0,461.0,,431.0,2159.0,2315.0,670.0,195.0,2018
63,South Lawndale,91071,79288,73983.0,2545.0,62126.0,8831.0,201.0,280.0,28415.0,25683.0,31766.323024054986,17920.0,6425.0,11495.0,3289.0,3781.0,415.0,8020.0,6098.0,2821.0,,2502.0,11002.0,5550.0,1385.0,770.0,2018
64,South Shore,61556,52010,50768.0,1467.0,924.0,47326.0,258.0,793.0,23117.0,18373.0,25259.71093044264,22761.0,5019.0,17742.0,6391.0,3683.0,695.0,2466.0,5118.0,17169.0,,10807.0,9783.0,6187.0,1503.0,872.0,2018
65,The Loop,16388,29283,35010.0,21691.0,2115.0,4003.0,6162.0,1039.0,23319.0,22051.0,97979.5831561038,18572.0,7484.0,11088.0,3528.0,413.0,145.0,73.0,26.0,21443.0,,11111.0,8354.0,2372.0,188.0,75.0,2018
66,Uptown,63551,56362,56296.0,30456.0,7468.0,10970.0,5773.0,1629.0,35626.0,32640.0,45643.93939393939,29236.0,8482.0,20754.0,3292.0,1385.0,533.0,627.0,2289.0,27626.0,,18102.0,9009.0,4397.0,803.0,217.0,2018
67,Washington Heights,29843,26493,27055.0,170.0,324.0,25981.0,8.0,572.0,13093.0,10653.0,44491.40401146132,9509.0,6535.0,2974.0,927.0,7901.0,168.0,512.0,630.0,1208.0,,1062.0,2384.0,4699.0,1695.0,596.0,2018
68,Washington Park,14146,11717,11868.0,48.0,216.0,11199.0,14.0,391.0,4921.0,3607.0,23742.1875,4351.0,653.0,3698.0,1305.0,299.0,181.0,421.0,1188.0,3561.0,,1040.0,1976.0,2003.0,512.0,125.0,2018
69,West Elsdon,15921,18109,19958.0,2845.0,16585.0,213.0,310.0,5.0,9647.0,8446.0,50792.81183932347,5126.0,3641.0,1484.0,260.0,3891.0,139.0,391.0,568.0,383.0,,223.0,1824.0,2067.0,899.0,372.0,2018
70,West Englewood,45282,35505,30798.0,244.0,1890.0,28249.0,6.0,409.0,12858.0,8532.0,27222.6821192053,9655.0,4636.0,5019.0,3316.0,6402.0,251.0,3913.0,1515.0,867.0,,1078.0,3796.0,5040.0,1886.0,1171.0,2018
71,West Garfield Park,23019,18001,17499.0,277.0,363.0,16713.0,33.0,113.0,5770.0,4687.0,22697.51693002257,5313.0,1391.0,3922.0,2219.0,786.0,62.0,2875.0,1906.0,1897.0,,1399.0,2097.0,3028.0,776.0,231.0,2018
72,West Lawn,29235,33355,33595.0,5008.0,27169.0,1154.0,193.0,71.0,16702.0,14472.0,50972.85067873303,8934.0,6434.0,2500.0,769.0,6649.0,90.0,1185.0,844.0,876.0,,838.0,2294.0,3775.0,1975.0,821.0,2018
73,West Pullman,36649,29651,27582.0,281.0,1488.0,25530.0,70.0,213.0,12774.0,9530.0,35410.11235955056,9188.0,5636.0,3553.0,2083.0,7679.0,357.0,1920.0,606.0,512.0,,609.0,2926.0,5430.0,1646.0,660.0,2018
74,West Ridge,73199,71942,73723.0,31806.0,13366.0,8936.0,16641.0,2974.0,37221.0,33803.0,48700.71684587814,24782.0,11703.0,13079.0,3173.0,5301.0,1464.0,2790.0,6247.0,12112.0,,7302.0,10003.0,8608.0,1294.0,748.0,2018
75,West Town,87435,82236,85307.0,50366.0,22561.0,6565.0,3464.0,2351.0,59090.0,55982.0,80895.6386292835,37737.0,14215.0,23522.0,3350.0,4105.0,1642.0,5455.0,14070.0,15775.0,,8688.0,19432.0,10034.0,2325.0,608.0,2018
76,Woodlawn,27086,23740,23808.0,1921.0,696.0,20029.0,663.0,499.0,9204.0,7492.0,24603.305785123965,9124.0,2080.0,7044.0,2918.0,962.0,455.0,2046.0,2990.0,5560.0,,3090.0,3701.0,3776.0,1220.0,255.0,2018
