,GEOG,2000_POP,2010_POP,TOT_POP,WHITE,HISP,BLACK,ASIAN,OTHER,IN_LBFRC,EMP,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,YEAR
10,Bridgeport,33694,31977,33827.8816,11297.33082,7923.479397,872.6982004,13309.37319,425.0000001,18689.86122,17163.11873,50579.58519,12861.09633,5892.177717,6970.229903,1070.922018,3898.991538,427.5980255,3420.557124,3722.234133,2464.03244,1776.756563,2090.026799,5488.906912,4474.552893,1354.09591,525.8307477,2020
11,Brighton Park,44912,45368,45031.0,3077.0,37432.0,507.0000001,3619.000001,395.9999998,21188.99999,19019.0,41176.47059,12492.0,6138.000003,6354.000003,1587.0,3671.000002,353.9999999,6307.000003,3169.000002,565.0000003,1772.765452,1226.000001,6273.000003,4880.000002,1089.0,611.0000002,2020
12,Burnside,3294,2916,2336.000001,10.0,37.0,2265.000001,0.0,24.0,1130.000002,882.0000018,25460.52632,1045.999999,486.999999,558.9999989,277.9999997,676.9999987,47.9999999,292.9999992,35.99999995,269.9999997,1951.279373,307.9999996,390.9999991,407.9999991,132.9999998,83.99999979,2020
13,Calumet Heights,15974,13812,12956.0,172.0,458.0000003,12235.0,15.0,75.99999996,6350.000023,5683.000021,48966.66667,5248.000001,3832.000001,1416.0,806.9999997,4530.000001,143.0000001,529.0000004,641.0000003,196.0,1949.435352,284.0000001,1678.000001,2957.000001,907.9999999,228.0000001,2020
14,Chatham,37275,31028,30700.28088,601.3343372,386.0000001,29254.4729,182.0000002,276.4736447,14521.70747,12180.43791,31828.18516,13693.14231,5047.266897,8647.953206,2991.253413,5165.05026,675.8925472,1789.0,3162.310226,5894.441941,1947.431068,4473.426343,5823.277297,4648.455806,1345.384748,396.15078,2020
15,Chicago Lawn,61412,55628,52003.00001,1822.0,26016.0,23169.00001,152.0,843.9999999,25053.0,19505.0,33486.17512,16291.0,7015.999999,9274.999997,2882.999999,7864.999999,126.0,4514.999999,3841.999999,2784.999999,1951.388823,3211.999999,6708.999998,6180.999999,1938.999999,1133.0,2020
16,Clearing,22331,23139,25735.0,9980.999998,14840.0,416.0000001,140.9999998,356.9999999,13179.00001,11975.00001,61524.76108,8880.000003,6000.0,2880.0,391.0000002,5297.0,526.0000003,685.0,973.9999996,1773.0,1959.089898,1048.0,2838.000001,4045.0,896.9999998,442.9999997,2020
17,Douglas,26470,18238,21268.0,2399.000001,723.0000003,14508.0,3025.0,613.0000001,9693.999998,8350.999998,31509.17432,9625.0,1758.0,7867.0,1271.0,784.0000003,646.0000002,346.0000003,624.0000002,8477.999999,1964.32526,5139.0,3346.0,1649.0,589.0,173.0000001,2020
18,Dunning,42164,41932,44034.99996,27158.99998,13103.99999,988.9999995,2532.999997,249.9999997,23770.99998,22684.99998,70243.09912,15682.99999,11715.0,3968.000001,1027.0,10855.0,312.9999999,1352.0,1057.0,3047.000001,1953.444807,1762.0,5772.000002,6300.000002,2158.0,718.0000004,2020
19,East Garfield Park,20881,20567,19730.99942,1174.000001,701.5405568,17303.45886,125.0,427.0000002,6973.428067,5693.043816,22817.61749,6720.95321,1490.926027,5230.246575,1624.814559,714.986301,387.9849314,2222.835616,2610.812328,2403.406849,1769.188702,1738.708219,2439.663013,3148.723288,839.9452052,178.9863013,2020
20,East Side,23653,23042,24194.41614,3524.225859,19772.80265,802.6380224,46.86595915,47.88365014,10859.99482,9214.427869,45700.93911,6897.276943,4597.258735,2300.40278,998.7465141,4864.93814,213.5235293,1622.90799,916.2957856,272.7829948,1941.325042,350.6270486,2275.082607,3582.126577,1363.805911,324.77724,2020
21,Edgewater,62198,56521,57022.0,31379.0,8760.000002,7689.0,7321.0,1873.0,35265.00001,33235.00001,53182.64015,28880.0,10485.0,18395.0,3759.0,2269.000002,401.0000001,1851.000001,2669.000002,25439.0,1945.837068,17368.0,10106.0,3698.000002,1021.000001,446.0000003,2020
22,Edison Park,11328,11187,11566.8755,9616.489757,1157.224347,223.0000002,285.2815616,284.8798376,6661.183673,6527.386321,101213.0685,4575.848353,3565.216362,1009.686928,305.9404219,3194.017075,149.2083334,151.7916667,287.9606272,1097.828493,1954.534594,363.3356273,1511.837922,1788.658894,997.4542563,219.5194955,2020
23,Englewood,40222,30654,23792.0,172.0000001,1025.0,22392.0,75.99999996,126.9999999,9049.999999,6625.999999,21274.57002,9101.000002,2318.000001,6783.000002,4997.000002,3303.000001,280.0000002,4717.000001,1884.000001,3815.000003,1942.407635,2569.000002,4570.000001,4873.000001,1494.000001,592.0000004,2020
24,Forest Glen,18165,18508,19112.72496,13281.26965,2870.698767,215.0000001,2336.659476,409.0970726,10030.66807,9633.307937,111770.6373,6990.828831,6200.41936,791.6967748,257.6981984,6198.083876,243.3935486,344.9999999,193.9999999,269.4387103,1950.915612,266.1290327,1681.470968,3613.290326,1353.767743,335.2580645,2020
25,Fuller Park,3420,2876,2398.903029,85.14274674,159.2552368,2137.966643,12.49340585,4.044996157,877.9143484,619.3532549,22920.25862,1096.578948,307.2813146,793.8275156,434.5263163,262.7987684,109.8952774,505.8603699,187.5112938,469.9999997,1946.368612,473.1416836,445.1170436,472.4004111,94.80492816,50.60164273,2020
26,Gage Park,39193,39894,39302.0,1502.0,36072.0,1503.0,206.0,19.0,18466.99997,16139.99998,41182.00837,9799.999997,5378.999999,4420.999999,954.9999997,5313.999998,117.0000001,2683.000001,1908.999999,690.0000002,1946.617112,1139.0,3593.0,3807.999999,1288.0,926.9999995,2020
27,Garfield Ridge,36101,34513,36395.99999,15662.0,18302.0,1657.999999,421.9999996,352.0,18510.99999,17068.99999,71398.37083,12229.0,10106.0,2147.0,667.0000004,10742.0,128.0000002,711.0000001,691.0000004,583.0000001,1956.358173,607.0000002,2720.0,6530.999999,2305.0,756.9999999,2020
28,Grand Boulevard,28006,21929,22784.0,615.0,402.9999999,21090.0,160.0,515.9999998,10936.0,9267.999999,32348.13085,10382.99999,2484.999999,8051.999997,1853.999999,1316.0,708.9999997,668.9999998,2957.999999,6738.999997,1971.420966,3381.999998,3397.999999,4024.999999,1113.0,473.0,2020
29,Greater Grand Crossing,38619,32602,30804.99999,340.0,373.9999996,29625.99999,0.0,464.9999996,14005.99999,11004.0,26955.5874,12230.0,3764.0,8465.999997,3438.000002,4588.000001,315.9999998,3754.0,2225.0,4776.999997,1768.348581,3156.999999,5861.999998,4272.0,1793.0,584.0000002,2020
30,Hegewisch,9781,9426,9240.583857,3614.77414,5144.197348,460.3619778,0.134040869,21.11634983,4316.005187,3988.572137,51565.99913,3466.723057,2575.741262,890.5972194,498.2534853,2807.061856,37.47647137,622.0920084,125.704214,159.2170051,1956.945202,265.372951,920.9173937,1943.873417,688.1940895,146.2227595,2020
31,Hermosa,26908,25010,23489.00001,2366.0,19619.00001,754.9999999,496.9999999,251.9999998,12332.0,11562.0,43009.11854,7015.999997,3317.0,3699.0,832.9999997,2299.000001,109.9999999,2523.999999,1840.0,1068.0,1787.936215,1267.0,3197.999999,2349.0,747.0000002,288.0000001,2020
32,Humboldt Park,65836,56323,56161.99999,4009.0,32076.0,18559.0,485.0000001,1033.0,26741.00001,23561.00001,38592.71523,17141.0,6228.0,10913.0,2615.0,4061.0,285.0,6582.000001,5653.999999,3142.999999,1780.621196,3012.0,7869.0,6251.0,1790.0,833.9999999,2020
33,Hyde Park,29920,25681,27517.0,13099.0,2343.0,7386.0,3324.0,1365.0,15537.0,14543.0,54139.78495,13043.0,4639.999999,8403.0,1427.0,705.9999998,1051.0,147.0,1020.0,11510.0,1766.91336,6448.0,3495.999999,2510.0,1427.0,588.9999999,2020
34,Irving Park,58643,53359,53665.00002,23040.00001,22643.00001,1633.000001,4417.000001,1932.000001,31410.0,30041.0,64598.48843,20410.0,9940.0,10470.0,2366.0,6070.0,799.0,5147.0,3600.0,7054.000001,1784.413515,4732.0,9290.0,5448.0,2348.0,958.0,2020
35,Jefferson Park,25859,25448,27989.00001,17159.0,6910.000001,306.9999999,2894.0,718.9999997,15438.00002,14708.00002,76054.30826,10515.0,6750.000006,3765.000003,765.9999999,5652.000005,93.00000013,2207.000001,1383.000001,1942.000002,1947.359133,1509.000001,4452.000004,3643.000003,1307.000001,370.0000003,2020
36,Kenwood,18363,17841,17440.0,3185.0,450.0,11744.0,1386.0,675.0000001,9277.999997,8443.999998,49161.3924,9308.000001,3137.0,6171.0,1303.0,792.0,800.0,130.0,641.0,8214.0,1964.517167,4536.0,2918.0,1971.0,747.0,439.0000001,2020
37,Lake View,94817,94368,100547.0,78804.99999,8167.999998,3618.0,6829.0,3127.0,75520.00002,73297.00002,89276.45228,52749.0,19844.0,32905.0,4965.0,3999.0,1696.0,3044.0,8333.999999,40600.0,1957.111633,26307.0,18431.0,8812.0,2686.0,1478.0,2020
38,Lincoln Park,64320,64116,68696.99999,54317.99999,4074.0,3136.0,5109.0,2060.0,46617.00002,45281.00002,108874.6823,32323.0,14370.0,17953.0,3049.0,3649.999999,3278.999999,1663.0,4844.999999,21830.0,1962.415399,14633.0,10629.0,5987.999999,2639.0,1483.0,2020
39,Lincoln Square,44574,39493,41713.0,26897.0,7726.0,1492.0,3735.000001,1863.0,27200.00001,25991.00001,73620.64117,18349.0,7265.0,11084.0,1491.0,2904.999999,438.9999998,3153.999999,4036.000002,9296.000001,1764.400767,6264.0,7209.000003,4632.0,1139.0,595.9999999,2020
40,Logan Square,82715,72791,72724.00001,34880.0,30197.00001,3359.000001,2413.000001,1875.0,47988.9925,46041.27407,75333.4654,29359.0,11098.0,18261.0,3230.0,4690.999998,885.9999996,7197.999998,8496.999999,11169.0,1783.678319,7344.999999,13488.0,8534.999997,2360.999999,860.0,2020
41,Lower West Side,44031,35769,32788.99999,5902.999998,24275.0,1151.0,1088.0,372.0,19009.00001,17760.00001,45204.43925,12259.0,3683.999999,8574.999998,1567.0,1608.0,289.9999999,3619.999999,4215.999999,4056.999999,1783.357969,2782.999999,6498.999998,3478.999999,712.9999997,351.9999999,2020
42,McKinley Park,15962,15612,15920.0,2718.0,8978.999999,156.0,3929.999999,137.0,8347.999997,7507.999997,46112.06896,5242.999997,3032.999999,2210.0,357.9999998,1936.999999,266.9999999,2029.0,929.9999996,437.9999997,1784.191906,495.9999998,2058.999999,2213.999999,565.9999997,265.9999998,2020
43,Montclare,12646,13426,13863.56562,4157.870242,8494.921999,415.3053603,456.8791127,338.5889094,6859.07527,6394.686695,45316.63462,4602.644899,2945.145316,1656.784714,496.0561276,2817.272335,124.2583423,538.2917114,352.1646928,1265.913885,1948.799491,788.618945,2052.689988,1144.940796,712.1345527,399.5166847,2020
44,Morgan Park,25226,22544,21694.36365,5885.205748,923.1658698,14274.47847,23.00000006,588.5135565,10141.72633,8974.604347,61032.15909,8093.553112,5691.814432,2402.268041,928.4981685,6413.57732,356.8969072,422.9999999,468.9999997,1348.13402,1952.744547,855.5979379,1971.0,3874.639175,1975.371134,346.0000001,2020
45,Mount Greenwood,18820,19093,19342.00001,16297.00001,1838.000001,615.0000016,370.0000001,222.0,9921.00005,9561.000048,98422.447,6751.0,5806.999997,943.9999991,322.9999999,6088.999997,27.99999999,35.00000003,174.9999999,746.9999993,1955.464119,510.9999994,1548.0,3573.999998,1095.999999,344.9999997,2020
46,Near North Side,72811,80484,89994.99999,63901.99999,5243.999999,7318.999999,11222.0,2308.0,62727.00002,60664.00002,99731.56764,55847.99999,23897.0,31951.0,10916.0,1566.0,1802.0,515.9999998,1177.0,61676.0,1981.629221,38046.0,19741.0,7159.0,1383.0,435.0,2020
47,Near South Side,9509,21390,24343.00002,11561.00001,991.0,5979.000003,5007.000004,805.0000001,17062.00129,16743.00126,100719.856,13942.00001,7809.999999,6131.999999,1068.0,380.0,1255.000001,69.00000002,86.00000001,13208.0,2001.967306,5376.999999,7397.999998,1848.0,327.0,60.00000001,2020
48,Near West Side,46419,54881,62733.00001,25940.0,5889.999998,17616.0,11658.0,1629.0,38745.00002,35679.00002,83574.72018,28207.99999,9925.999999,18282.0,3300.999999,1176.0,2713.000001,1555.000001,3083.0,22932.0,1989.851789,14020.0,10841.0,5012.0,1239.0,397.0000001,2020
49,New City,51721,44377,39463.09697,4597.857253,24384.74476,9316.033359,801.5065941,362.9550036,18332.08569,15178.64678,33227.28322,12466.42105,4369.718686,8092.172486,3121.473684,3702.201232,204.1047229,6685.139631,3584.488707,1348.0,1766.079014,1632.858317,6663.882958,5238.59959,1371.195072,676.3983572,2020
50,North Center,31895,31867,35704.99999,27682.99999,4075.000002,591.0,1777.0,1578.999999,22208.99998,21468.99998,115756.1728,14260.0,8118.000004,6142.000003,1902.999999,4608.000002,663.0000001,3338.000002,3281.000002,4264.000003,1772.475485,2523.000002,6374.000004,4049.000002,2033.000001,1184.000001,2020
51,North Lawndale,41768,35912,33854.00001,1017.0,2990.000002,29585.00001,56.00000009,206.0000003,13244.00001,10928.0,26781.20617,11194.0,2737.000001,8457.000003,3371.999999,1583.0,375.0000001,4139.000002,5230.000003,3239.000001,1777.040294,1538.0,5312.000002,6048.000003,1341.0,327.0,2020
52,North Park,18514,17931,18450.99999,9683.999996,2973.999998,565.9999999,4547.999997,678.9999997,9030.999999,8405.999999,54827.95701,6556.999997,3287.000001,3270.000002,549.9999997,2196.0,97.00000011,972.0000003,1237.000001,2572.000003,1946.684451,1845.000002,2516.000001,1956.0,513.9999999,276.0,2020
53,Norwood Park,37543,37023,37311.96762,29761.07124,5071.091967,281.0660621,1346.435233,852.3031097,19844.95569,19058.69644,80649.45088,15032.38714,11635.9129,3395.567745,909.340858,10946.60645,230.0000001,1237.000001,767.693549,2759.483873,1953.492621,1869.706453,5215.75484,6369.961291,1912.532259,572.829032,2020
54,Oakland,6110,5918,6850.000002,155.0,270.0,6284.000002,96.99999994,44.00000001,3437.999998,2768.999998,28611.11111,3096.000001,578.0000003,2518.0,252.0000001,329.0000002,142.0,92.0,242.0,2543.0,1981.328671,1117.0,1067.0,898.0,141.0000001,125.0,2020
55,O'Hare,11665,12756,12771.79774,9593.117513,1077.361582,255.439548,1367.879096,478.0,7387.795234,6862.121277,50990.30515,6176.185403,2405.049776,3776.389143,536.355263,816.6470595,40.00000007,452.4796382,259.8823531,5149.782809,1971.832768,2461.561087,3001.529415,1109.398191,61.52488693,84.77828061,2020
56,Portage Park,65340,64124,64954.39044,31828.95103,26999.08812,913.6695227,3517.681761,1695.0,36409.88882,34069.15608,66309.30835,22609.4235,13248.41122,9361.457945,2523.572955,10858.03738,351.0,5664.457945,4019.0,4196.000001,1773.236033,4081.719627,9101.803739,7295.289721,3220.130841,1434.551402,2020
57,Pullman,8921,7325,6816.000001,675.0000003,301.9999998,5691.000001,5.000000005,143.0,3861.999987,3214.999988,42489.58334,3067.000001,1443.0,1623.999998,449.0000003,1094.0,1533.999999,211.9999999,325.9999998,349.9999995,1943.72973,526.9999994,1364.0,1255.0,339.9999996,29.99999999,2020
58,Riverdale,9809,6482,7261.999999,130.9999999,188.9999999,6920.0,22.00000002,0.0,2849.000006,1899.000004,13517.69912,2560.000001,201.0000001,2359.000001,682.0000002,543.0000002,1899.000001,72.00000004,84.00000004,644.0000002,1947.598736,401.0000001,1370.000001,1178.0,274.0,19.0,2020
59,Rogers Park,63484,54991,54872.00001,24110.0,11306.00001,14413.0,2985.0,2058.000001,32111.0,29945.0,40590.6822,24282.0,6064.000001,18218.0,3434.999999,1610.0,495.0000001,1086.0,2608.000001,21865.0,1941.070541,13829.0,8942.000002,3767.0,977.0,202.0000001,2020
60,Roseland,52723,44619,41106.00001,489.9999997,533.0000002,39440.00001,148.9999999,493.9999999,18595.99995,14426.99996,39303.54796,14163.99999,7643.999999,6520.000003,3636.999997,10540.0,1444.000003,2268.0,1348.0,2101.0,1948.820433,1813.0,5318.000003,6936.000001,2621.999999,1111.999999,2020
61,South Chicago,38596,31198,29021.0,648.9999999,5921.000002,22194.0,110.0,147.0000001,13062.00001,10624.00001,32844.96754,10491.0,4099.0,6391.999999,3594.0,4618.000001,207.9999999,3458.0,2857.0,2940.999999,1773.644742,2228.999999,4990.0,4575.0,1609.0,682.0000001,2020
62,South Deering,16990,15109,14696.99997,688.9999984,4584.999992,9365.999982,1.000000001,55.99999999,6532.999996,5058.999996,35436.68121,5205.999994,2926.000005,2280.000005,720.9999992,2848.000007,1595.000002,715.0000016,373.000001,370.0000002,1944.16707,408.0000006,2360.000004,2457.000005,527.0000012,175.0000004,2020
63,South Lawndale,91071,79288,74943.0,3058.0,62345.0,9123.999999,112.0,303.9999999,28104.99999,25413.99999,33611.69102,17946.0,6537.0,11409.0,2884.0,3917.0,388.0000003,7583.000001,6356.0,2530.0,1790.299981,2186.0,10797.0,5611.000001,1420.0,816.0000002,2020
64,South Shore,61556,52010,51543.00001,1419.0,1215.000001,47967.00001,188.0,754.0000001,23876.08945,19716.9049,29889.62472,23078.0,5008.000001,18070.0,6299.000001,3600.000001,762.0000001,2617.999999,4742.0,17636.0,1943.111389,10740.0,10348.0,6249.0,1348.0,692.0000001,2020
65,The Loop,16388,29283,37647.00001,23448.00001,3106.000001,3363.000001,6558.000002,1172.0,25663.00031,24213.00029,107245.8653,20194.99998,8078.000002,12117.0,4193.999996,730.0000002,346.0,31.0,61.00000001,23221.0,1989.550699,12543.0,8835.000002,2615.000001,281.0000001,115.0000001,2020
66,Uptown,63551,56362,58424.00001,31595.0,8847.000002,10235.0,5806.000001,1941.0,37091.99995,35114.99996,51888.77755,29742.0,9325.000001,20417.0,3150.0,1460.000001,546.0,658.0000002,2533.0,27644.0,1940.596111,17552.0,9625.000001,4623.0,915.0000001,177.0,2020
67,Washington Heights,29843,26493,27354.0,268.0,163.0,26516.0,38.00000001,369.0000001,13165.0,10750.0,50047.55434,9485.000001,6463.0,3022.000001,1070.000001,7966.000001,216.0000001,512.0,619.0000002,1232.0,1951.764596,1055.0,2419.0,4517.0,2045.0,519.0000002,2020
68,Washington Park,14146,11717,11355.0,123.0,243.0,10403.0,20.99999999,565.0000002,4846.0,3892.0,27457.62712,4537.999999,623.0,3915.0,1244.0,309.9999999,208.9999999,502.9999999,1230.0,3509.0,1952.65943,1209.0,2208.0,1722.0,452.0,190.9999999,2020
69,West Elsdon,15921,18109,19362.91849,2864.24851,15772.26442,291.1590462,414.0874757,21.15904576,9357.952876,8288.075541,55379.52371,5197.013394,3823.991653,1372.63257,324.294643,4058.665976,165.2505225,432.4029226,521.4425893,327.137788,1955.729239,193.601253,1839.229648,2137.442591,981.5636756,369.062631,2020
70,West Englewood,45282,35505,28236.99999,308.0,2189.999999,25327.99999,3.999999996,406.9999998,11624.0,8143.999998,27759.78916,9520.999998,4523.000001,4998.0,3398.999999,6480.000001,174.0000002,3953.0,1377.0,907.9999999,1765.494186,1076.0,4247.0,4796.0,1669.000001,1132.000001,2020
71,West Garfield Park,23019,18001,16950.0006,357.9999998,447.4594435,15887.54115,54.99999995,202.0000001,5909.571941,4849.956191,24590.55263,5333.046794,1311.073973,4021.753425,2017.185443,713.0136986,121.0150685,2894.164385,1863.187671,1732.59315,1788.333302,1256.29178,2058.336987,2994.276713,788.0547947,253.0136987,2020
72,West Lawn,29235,33355,32176.0,4424.999999,26608.0,829.9999993,224.0,88.99999993,15739.99998,13714.99998,51081.67771,9228.000006,6522.000001,2706.0,665.0000003,6829.000002,49.00000005,1218.0,846.9999997,892.9999999,1955.081546,709.0,2698.000001,3825.000001,1859.0,802.0000002,2020
73,West Pullman,36649,29651,27480.06008,184.9999995,1569.999999,25318.06008,18.99999985,387.9999996,13132.8821,10056.2197,41079.19301,8954.870842,5756.230504,3199.138981,2315.747231,7944.179655,315.5898304,1843.999999,505.9999993,517.0474578,1952.285244,608.5186433,2884.718643,5409.816945,1683.138981,684.9999995,2020
74,West Ridge,73199,71942,77212.00002,32200.0,14178.00001,10320.0,16987.00001,3527.000002,38311.00002,35352.00002,52038.56748,25602.0,11961.0,13641.0,2670.0,5346.999999,1506.0,2847.0,5966.999999,12534.0,1947.992986,6782.999999,10502.0,8910.999999,1385.0,690.9999998,2020
75,West Town,87435,82236,84255.0,52801.0,19108.0,5910.0,4043.999999,2392.0,60441.00751,58312.72594,96499.0138,37594.0,15090.0,22504.0,3481.0,4071.000001,1606.0,5324.000001,13931.0,16044.0,1764.041064,8536.000002,18741.0,10583.0,2505.000001,710.0000001,2020
76,Woodlawn,27086,23740,22925.0,1852.0,748.9999999,19012.0,847.0,465.0000002,9623.910549,7908.095097,26415.17129,9213.000004,2071.000001,7142.000001,2616.000001,1075.0,448.0000003,1892.0,2655.0,5751.000001,1952.628074,3039.0,3741.0,3753.000001,1048.0,248.0,2020
