,GEOG,MEDINC,IN_LBFRC,EMP,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,OTHER,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,TOT_POP,TOT_HH,WHITE,HISP,BLACK,ASIAN,2010_POP,2000_POP,YEAR,EMP_RATE,WHITE_PCT,HISP_PCT,BLACK_PCT,ASIAN_PCT,OTHER_PCT,OWN_OCC_HU_PCT,RENT_OCC_HU_PCT,VAC_HU_PCT
24,Forest Glen,110365.4791,9667.0,9299.0,5978.0,300.0,297.0,232.0,426.0,0.0,349.0,1626.0,3565.0,1318.0,375.0,378.0,6050.0,748.0,435.0,19019.0,6797.0,13444.0,2613.0,188.0,2395.0,18508,18165,2019,0.9619323471604427,0.7068720752931279,0.13738892686261106,0.009884851990115148,0.1259267048740733,0.019874861980125138,0.8900985728998088,0.11004855083124908,0.06399882301015154
25,Fuller Park,23357.14286,929.0,650.0,305.0,81.0,460.0,201.0,461.0,0.0,483.0,439.0,446.0,92.0,56.0,4.0,364.0,712.0,441.0,2439.0,1072.0,75.0,173.0,2175.0,12.0,2876,3420,2019,0.6996770721205597,0.03075030750307503,0.07093070930709307,0.8917589175891759,0.004920049200492005,0.0016400164001640015,0.33955223880597013,0.664179104477612,0.41138059701492535
26,Gage Park,41138.39286,19693.0,16980.0,5186.0,120.0,2524.0,2198.0,686.0,0.0,1347.0,3631.0,3578.0,1294.0,872.0,41.0,5336.0,4336.0,1050.0,40873.0,9672.0,1532.0,37659.0,1448.0,193.0,39894,39193,2019,0.8622353120398111,0.03748195630367235,0.9213661830548284,0.03542680987448927,0.0047219435813373135,0.0010031071856726934,0.5516956162117452,0.44830438378825477,0.10856079404466501
27,Garfield Ridge,68211.92053,18731.0,16962.0,10594.0,174.0,698.0,666.0,655.0,0.0,685.0,2630.0,6618.0,2179.0,735.0,323.0,9871.0,2308.0,668.0,36396.0,12160.0,16263.0,17848.0,1602.0,360.0,34513,36101,2019,0.9055576317334899,0.44683481701285854,0.4903835586328168,0.044015825914935705,0.009891196834817012,0.008874601604571932,0.8117598684210526,0.18980263157894736,0.05493421052631579
28,Grand Boulevard,31970.13487,10682.0,8735.0,1303.0,607.0,664.0,2945.0,6810.0,0.0,3525.0,3500.0,3817.0,1100.0,387.0,689.0,2409.0,7914.0,2006.0,22313.0,10121.0,603.0,387.0,20546.0,88.0,21929,28006,2019,0.8177307620295825,0.027024604490655673,0.01734414915071931,0.9208084972885762,0.0039438892125666656,0.030878859857482184,0.2380199585021243,0.7819385436221717,0.1982017587194941
29,Greater Grand Crossing,27035.42781,13880.0,10824.0,4798.0,268.0,3876.0,2114.0,4573.0,0.0,3038.0,5803.0,4441.0,1815.0,541.0,363.0,4089.0,8040.0,3509.0,31766.0,12129.0,393.0,450.0,30556.0,4.0,32602,38619,2019,0.7798270893371758,0.012371718189258956,0.014166089529685828,0.9619089592646225,0.00012592079581942958,0.011427312220613235,0.33712589661142717,0.6628741033885729,0.2893066204963311
30,Hegewisch,55429.6875,4675.0,4285.0,2811.0,0.0,678.0,116.0,154.0,0.0,319.0,956.0,2023.0,523.0,129.0,18.0,2541.0,966.0,444.0,9418.0,3508.0,3654.0,5405.0,341.0,0.0,9426,9781,2019,0.9165775401069519,0.3879804629433001,0.5739010405606286,0.03620726268846889,0.0,0.0019112338076024634,0.7243443557582668,0.27537058152793614,0.1265678449258837
31,Hermosa,39590.64327,12795.0,11852.0,2414.0,101.0,2260.0,1983.0,1022.0,0.0,1155.0,3182.0,2311.0,812.0,332.0,277.0,3186.0,3836.0,770.0,24144.0,7022.0,2205.0,20469.0,753.0,440.0,25010,26908,2019,0.9262993356779993,0.09132703777335983,0.8477882703777336,0.031187872763419482,0.018223989396951624,0.011472829688535455,0.45371688977499286,0.5462831102250071,0.1096553688407861
32,Humboldt Park,35941.35802,25411.0,22324.0,3822.0,262.0,6568.0,5603.0,3336.0,0.0,3067.0,7765.0,6248.0,1786.0,761.0,1037.0,5959.0,10854.0,2814.0,56427.0,16813.0,3480.0,31676.0,19849.0,385.0,56323,65836,2019,0.8785171776002518,0.0616726035408581,0.5613624683219026,0.3517642263455438,0.0068229748170202205,0.018377726974675244,0.35442812109677035,0.6455718789032296,0.16737048712305955
33,Hyde Park,52627.11864,14730.0,13741.0,815.0,1055.0,136.0,857.0,11369.0,0.0,6539.0,3307.0,2479.0,1434.0,516.0,1203.0,4575.0,8027.0,1673.0,26827.0,12602.0,12453.0,2246.0,7366.0,3559.0,25681,29920,2019,0.9328581126951799,0.46419651843292203,0.08372162373727961,0.2745741230849517,0.13266485257389943,0.04484288217094718,0.3630376130772893,0.6369623869227107,0.1327567052848754
34,Irving Park,59537.67123,31388.0,29533.0,6073.0,708.0,5055.0,3513.0,7085.0,0.0,4677.0,9197.0,5597.0,2231.0,824.0,1851.0,9595.0,10641.0,2290.0,54606.0,20236.0,22786.0,23704.0,1479.0,4786.0,53359,58643,2019,0.9409009812667262,0.41728015236420907,0.43409149177746037,0.0270849357213493,0.08764604622202689,0.0338973739149544,0.4741549713382091,0.5258450286617908,0.11316465704684721
35,Jefferson Park,71459.19421,14962.0,14103.0,5447.0,96.0,2291.0,1530.0,1804.0,0.0,1742.0,4234.0,3656.0,1149.0,393.0,626.0,6559.0,3800.0,815.0,26808.0,10359.0,17522.0,5948.0,236.0,2476.0,25448,25859,2019,0.9425878893196097,0.6536108624291256,0.22187406744255447,0.008803342285884811,0.09236048940614743,0.023351238436287676,0.6331692248286515,0.3668307751713486,0.0786755478328024
36,Kenwood,44087.98283,9016.0,8039.0,775.0,758.0,136.0,629.0,8092.0,0.0,4379.0,3087.0,1882.0,739.0,340.0,573.0,2986.0,6195.0,1246.0,17189.0,9181.0,2913.0,397.0,11724.0,1582.0,17841,18363,2019,0.8916370896184561,0.1694688463552272,0.023096166152772123,0.6820641107685147,0.09203560416545466,0.0333352725580313,0.3252369022982246,0.6747630977017754,0.1357150637185492
37,Lake View,86118.62301,75100.0,72712.0,4113.0,1576.0,3226.0,8372.0,40293.0,0.0,26124.0,18720.0,8687.0,2823.0,1285.0,2849.0,19971.0,32776.0,4892.0,100470.0,52747.0,79382.0,8323.0,3475.0,6441.0,94368,94817,2019,0.968202396804261,0.7901064994525729,0.0828406489499353,0.03458743903652832,0.06410868916094356,0.028356723400019906,0.3786186892145525,0.6213813107854476,0.09274461106792803
38,Lincoln Park,99684.56573,45750.0,44327.0,3350.0,3186.0,1679.0,4809.0,22325.0,0.0,15215.0,10788.0,5778.0,2354.0,1312.0,1893.0,13784.0,18552.0,3111.0,67710.0,32336.0,53512.0,4446.0,3206.0,4653.0,64116,64320,2019,0.968896174863388,0.7903116230985083,0.06566238369517058,0.04734898833259489,0.0687195392113425,0.027957465662383694,0.42627412172191986,0.5737258782780802,0.09620856011875309
39,Lincoln Square,71736.93086,26914.0,25776.0,2910.0,492.0,2994.0,3811.0,9487.0,0.0,6078.0,7003.0,4911.0,1117.0,594.0,1711.0,7552.0,10744.0,1407.0,41715.0,18296.0,26782.0,6978.0,1594.0,4650.0,39493,44574,2019,0.9577171732183993,0.6420232530264893,0.1672779575692197,0.03821167445762915,0.11147069399496584,0.04101642095169603,0.41276781810231744,0.5872321818976826,0.07690205509400962
40,Logan Square,70338.93986,46345.0,44373.0,4857.0,797.0,7018.0,8494.0,11165.0,0.0,7405.0,13205.0,8705.0,2226.0,853.0,1690.0,10850.0,18321.0,3223.0,73046.0,29171.0,33559.0,31793.0,3657.0,2347.0,72791,82715,2019,0.9574495630596612,0.4594228294499357,0.43524628316403363,0.050064343016729185,0.03213043835391397,0.023136106015387563,0.37194473963868224,0.6280552603613178,0.1104864420143293
41,Lower West Side,42457.55518,17885.0,16640.0,1641.0,311.0,3584.0,4262.0,3911.0,0.0,2590.0,6726.0,3411.0,655.0,334.0,413.0,3557.0,8390.0,1769.0,32888.0,11947.0,5268.0,25116.0,1288.0,803.0,35769,44031,2019,0.9303885937936819,0.16018000486499634,0.7636828022378983,0.03916322062758453,0.024416200437849672,0.012557771831671127,0.29773164811249686,0.7022683518875031,0.14807064535029715
42,McKinley Park,44904.21456,7943.0,6986.0,1780.0,249.0,2022.0,914.0,574.0,0.0,524.0,2149.0,2085.0,538.0,258.0,280.0,2830.0,2310.0,414.0,15767.0,5140.0,2667.0,9550.0,164.0,3106.0,15612,15962,2019,0.8795165554576356,0.16915075791209488,0.6056954398427095,0.010401471427665378,0.19699372106297963,0.017758609754550642,0.5505836575875487,0.4494163424124514,0.08054474708171207
43,Montclare,48122.3176,6758.0,6233.0,2702.0,91.0,626.0,520.0,1129.0,0.0,893.0,2034.0,1189.0,566.0,386.0,240.0,2826.0,1711.0,531.0,13830.0,4538.0,4535.0,8088.0,518.0,448.0,13426,12646,2019,0.9223142941698728,0.32791033984092555,0.5848156182212582,0.037454808387563265,0.032393347794649315,0.01735357917570499,0.6227412957249889,0.377038342882327,0.11701189951520494
44,Morgan Park,58816.25442,10204.0,9005.0,6304.0,392.0,412.0,569.0,1294.0,0.0,815.0,2076.0,3825.0,1852.0,422.0,599.0,5650.0,2429.0,910.0,22394.0,8079.0,6209.0,843.0,14712.0,30.0,22544,25226,2019,0.8824970599764798,0.27726176654461016,0.03764401178887202,0.6569616861659373,0.001339644547646691,0.026748236134678933,0.6993439782151256,0.3006560217848744,0.11263770268597599
45,Mount Greenwood,94677.08333,9932.0,9620.0,6105.0,49.0,46.0,138.0,677.0,0.0,453.0,1697.0,3609.0,921.0,352.0,233.0,5606.0,989.0,437.0,19277.0,6595.0,16330.0,1652.0,629.0,433.0,19093,18820,2019,0.9685863874345549,0.8471235150697722,0.08569798205114904,0.03262955854126679,0.022462001348757588,0.012086942989054314,0.8500379075056861,0.1499620924943139,0.06626231993934799
46,Near North Side,93707.26029,61173.0,58780.0,1593.0,1833.0,481.0,1336.0,59923.0,0.0,37499.0,18946.0,7066.0,1230.0,438.0,2050.0,22713.0,32439.0,10027.0,88893.0,55152.0,63507.0,5305.0,8049.0,9982.0,80484,72811,2019,0.9608814346198487,0.714420708042253,0.05967848986984352,0.09054706219837333,0.11229230648082526,0.023061433408704847,0.41182550043516103,0.588174499564839,0.18180664345807948
47,Near South Side,94151.75613,16607.0,16092.0,300.0,1451.0,102.0,338.0,12560.0,0.0,5398.0,7147.0,1789.0,416.0,22.0,675.0,7230.0,6206.0,1336.0,23620.0,13436.0,11063.0,1247.0,5537.0,5098.0,21390,9509,2019,0.9689889805503703,0.46837425910245556,0.05279424216765453,0.23441998306519898,0.21583403895004233,0.0285774767146486,0.538106579339089,0.461893420660911,0.0994343554629354
48,Near West Side,80727.42475,38516.0,35286.0,1251.0,2516.0,1443.0,3044.0,22959.0,0.0,13926.0,10722.0,4994.0,1254.0,346.0,1574.0,10145.0,18017.0,3080.0,62872.0,28162.0,26122.0,6245.0,18151.0,10780.0,54881,46419,2019,0.9161387475334926,0.4154790685837893,0.09932879501208805,0.2886976714594732,0.17145947321542182,0.025034991729227636,0.36023719906256657,0.6397628009374334,0.10936723244087777
49,New City,32861.79922,18029.0,14730.0,3775.0,320.0,6286.0,3631.0,1359.0,0.0,1765.0,6281.0,5420.0,1304.0,658.0,309.0,4486.0,7622.0,3319.0,39561.0,12112.0,4858.0,24525.0,8838.0,1031.0,44377,51721,2019,0.81701702812136,0.12279770481029297,0.6199287176764996,0.22340183514066883,0.02606101969110993,0.00781072268142868,0.3703764861294584,0.6292932628797886,0.2740257595772787
50,North Center,104351.2165,22288.0,21477.0,4322.0,570.0,3661.0,3426.0,4239.0,0.0,2685.0,6531.0,4108.0,1821.0,1082.0,1570.0,7724.0,6764.0,1739.0,35789.0,14488.0,27568.0,4192.0,668.0,1791.0,31867,31895,2019,0.9636127063890882,0.7702925479896058,0.1171309620274386,0.018664952918494508,0.050043309396742015,0.04386822766771913,0.5331308669243512,0.4668691330756488,0.12003036996134732
51,North Lawndale,26361.91199,13817.0,11064.0,1678.0,353.0,4097.0,5130.0,3463.0,0.0,1506.0,5227.0,6106.0,1502.0,380.0,494.0,2913.0,8382.0,3426.0,35947.0,11295.0,966.0,3140.0,31270.0,77.0,35912,41768,2019,0.8007526959542592,0.026872896208306674,0.08735082204356413,0.8698917851281053,0.0021420424513867637,0.013742454168637161,0.2579017264276228,0.7420982735723771,0.3033200531208499
52,North Park,56086.95652,9199.0,8552.0,2167.0,95.0,1112.0,1155.0,2468.0,0.0,1770.0,2498.0,2037.0,515.0,215.0,655.0,3193.0,3321.0,521.0,18842.0,6514.0,9789.0,3154.0,541.0,4703.0,17931,18514,2019,0.9296662680726165,0.5195308353677953,0.16739199660333298,0.02871245090754697,0.24960195308353678,0.03476276403778792,0.49017500767577526,0.5098249923242247,0.07998157813939208
53,Norwood Park,74069.37653,19646.0,18734.0,10918.0,220.0,1128.0,673.0,2878.0,0.0,2036.0,4953.0,6432.0,1865.0,532.0,1098.0,11494.0,3314.0,1009.0,37089.0,14809.0,30218.0,4377.0,165.0,1231.0,37023,37543,2019,0.9535783365570599,0.8147429156892879,0.11801342716169215,0.004448758391976057,0.03319043382134865,0.02960446493569522,0.7761496387332028,0.22378283476264435,0.06813424269025592
54,Oakland,28291.45729,3240.0,2509.0,263.0,125.0,111.0,267.0,2441.0,0.0,1137.0,1057.0,744.0,155.0,114.0,50.0,486.0,2448.0,273.0,6645.0,2934.0,172.0,324.0,5959.0,140.0,5918,6110,2019,0.7743827160493827,0.025884123401053425,0.04875846501128668,0.8967644845748683,0.021068472535741158,0.007524454477050414,0.1656441717791411,0.8343558282208589,0.09304703476482618
55,O'Hare,49294.87179,6915.0,6387.0,858.0,38.0,440.0,310.0,5024.0,0.0,2247.0,3110.0,1219.0,24.0,71.0,559.0,2464.0,3666.0,540.0,12377.0,6125.0,9886.0,800.0,151.0,981.0,12756,11665,2019,0.923644251626898,0.7987395976407853,0.06463601842126525,0.012200048477013815,0.07925991758907651,0.04516441787185909,0.4022857142857143,0.598530612244898,0.08816326530612245
56,Portage Park,61392.54837,36593.0,34010.0,10550.0,336.0,5657.0,4135.0,4254.0,0.0,4153.0,9312.0,7111.0,3156.0,1289.0,1607.0,13010.0,9679.0,2331.0,64307.0,22689.0,32324.0,26215.0,901.0,3260.0,64124,65340,2019,0.9294127292105048,0.5026513443326543,0.40765391014975044,0.01401091638546348,0.05069432565661592,0.024989503475515883,0.5734056150557539,0.4265943849442461,0.10273700912336374
57,Pullman,40662.05534,3525.0,2911.0,1052.0,1559.0,256.0,299.0,309.0,0.0,506.0,1410.0,1180.0,311.0,73.0,121.0,1366.0,1717.0,397.0,6613.0,3083.0,680.0,307.0,5495.0,10.0,7325,8921,2019,0.8258156028368794,0.10282776349614396,0.04642371087252382,0.8309390594283986,0.0015121729925903524,0.018297293210343263,0.4430749270191372,0.5569250729808628,0.12877067791112554
58,Riverdale,13344.7099,2742.0,1766.0,526.0,1674.0,86.0,114.0,904.0,0.0,435.0,1301.0,1308.0,237.0,23.0,32.0,239.0,2189.0,876.0,7394.0,2428.0,151.0,306.0,6882.0,23.0,6482,9809,2019,0.6440554339897885,0.020421963754395457,0.04138490668109278,0.930754665945361,0.0031106302407357318,0.004327833378414931,0.09843492586490939,0.9015650741350906,0.36079077429983525
59,Rogers Park,39106.1828,32411.0,29897.0,1528.0,541.0,997.0,2416.0,22057.0,0.0,14050.0,8576.0,3801.0,871.0,275.0,1923.0,5746.0,18342.0,3485.0,55062.0,24088.0,23754.0,12072.0,14521.0,2792.0,54991,63484,2019,0.9224337416309277,0.4314045984526534,0.2192437615778577,0.2637208964440086,0.050706476335766956,0.034924267189713414,0.2385420126203919,0.7614579873796081,0.14467784789106608
60,Roseland,38685.63686,18876.0,14259.0,10596.0,1364.0,2508.0,1537.0,1737.0,0.0,1602.0,5428.0,7013.0,2628.0,1180.0,454.0,7854.0,6476.0,3521.0,42433.0,14330.0,456.0,548.0,40849.0,126.0,44619,52723,2019,0.755403687221869,0.010746353074258242,0.012914476940117362,0.9626705630052083,0.0029693870336766196,0.010699219946739566,0.5480809490579205,0.45191905094207957,0.2457083042568039
61,South Chicago,29580.68615,12909.0,10283.0,4572.0,216.0,3378.0,2780.0,3160.0,0.0,2372.0,4632.0,5017.0,1567.0,534.0,255.0,4023.0,6383.0,3716.0,28263.0,10406.0,791.0,5885.0,21317.0,15.0,31198,38596,2019,0.796576032225579,0.027987120970880658,0.2082227647454269,0.7542369882885752,0.0005307292219509606,0.00902239677316633,0.38660388237555254,0.6133961176244475,0.3571016721122429
62,South Deering,34093.75,6324.0,4907.0,2925.0,1541.0,600.0,352.0,400.0,0.0,417.0,2311.0,2295.0,644.0,174.0,62.0,2943.0,2066.0,832.0,14614.0,5009.0,600.0,4591.0,9360.0,1.0,15109,16990,2019,0.7759329538266919,0.04105652114410839,0.31415081428766933,0.6404817298480908,6.842753524018066e-05,0.0042425071848912,0.5875424236374526,0.41245757636254743,0.16610101816729886
63,South Lawndale,32896.0396,28221.0,25763.0,3681.0,374.0,7951.0,6214.0,2674.0,0.0,2234.0,10958.0,5643.0,1327.0,803.0,240.0,6363.0,11461.0,3141.0,74851.0,17824.0,2856.0,62512.0,9101.0,142.0,79288,91071,2019,0.9129017398391269,0.03815580286168521,0.8351525029725722,0.1215882219342427,0.0018971022431230043,0.0032063699883769087,0.3569905745062837,0.6430094254937163,0.17622307001795331
64,South Shore,24344.64405,22835.0,18598.0,3692.0,655.0,2509.0,4746.0,17610.0,0.0,10504.0,10151.0,6183.0,1555.0,831.0,714.0,4985.0,17669.0,6570.0,50418.0,22654.0,1459.0,660.0,47315.0,270.0,52010,61556,2019,0.8144514998905189,0.028938077670673173,0.01309056289420445,0.9384545202110357,0.005355230274901821,0.014161608949184815,0.22004943939260174,0.7799505606073982,0.2900150083870398
65,The Loop,103336.2793,24030.0,22828.0,630.0,187.0,17.0,43.0,22159.0,0.0,10938.0,9294.0,2469.0,234.0,101.0,994.0,7613.0,11603.0,3820.0,35880.0,19216.0,22244.0,2471.0,3945.0,6226.0,29283,16388,2019,0.9499791926758219,0.6199554069119286,0.06886845039018952,0.10994983277591973,0.17352285395763656,0.02770345596432553,0.3961802664446295,0.6038197335553706,0.19879267277268942
66,Uptown,49680.90452,36790.0,34325.0,1466.0,558.0,595.0,2391.0,27529.0,0.0,17866.0,9211.0,4362.0,1016.0,144.0,1748.0,8794.0,20547.0,3258.0,57973.0,29341.0,31602.0,8324.0,10487.0,5812.0,56362,63551,2019,0.9329980973090514,0.5451158297828299,0.1435840822451831,0.1808945543615131,0.1002535663153537,0.030151967295120142,0.29971711938925055,0.7002828806107495,0.11103916021948809
67,Washington Heights,44706.60147,13405.0,10943.0,7845.0,198.0,488.0,674.0,1253.0,0.0,1180.0,2313.0,4648.0,1829.0,500.0,754.0,6497.0,3073.0,900.0,27453.0,9570.0,183.0,215.0,26293.0,8.0,26493,29843,2019,0.8163371876165609,0.006665938148836193,0.007831566677594434,0.9577459658325137,0.00029140713218956033,0.02746512220886606,0.6788923719958203,0.32110762800417975,0.09404388714733543
68,Washington Park,25384.61538,4757.0,3651.0,295.0,234.0,437.0,1082.0,3606.0,0.0,1112.0,2173.0,1754.0,495.0,142.0,365.0,584.0,3750.0,1342.0,11502.0,4334.0,85.0,278.0,10760.0,14.0,11717,14146,2019,0.7675005255413075,0.007390019127108329,0.024169709615719005,0.9354894800904191,0.0012171796209354895,0.03173361154581812,0.13474850023073373,0.8652514997692663,0.3096446700507614
69,West Elsdon,54849.39759,9596.0,8466.0,4034.0,166.0,392.0,509.0,346.0,0.0,212.0,1923.0,2046.0,901.0,386.0,24.0,3668.0,1475.0,326.0,19237.0,5143.0,2727.0,15840.0,266.0,380.0,18109,15921,2019,0.8822426010837849,0.1417580703851952,0.8234132141186256,0.013827519883557727,0.019753599833653896,0.0012475957789676146,0.7132024110441376,0.2867975889558623,0.06338712813532957
70,West Englewood,28006.27943,12258.0,8386.0,6329.0,280.0,3951.0,1426.0,873.0,0.0,1119.0,4013.0,4779.0,1820.0,1158.0,414.0,4481.0,5161.0,3247.0,29929.0,9642.0,289.0,1918.0,27304.0,4.0,35505,45282,2019,0.6841246532876489,0.009656186307594641,0.06408500116943433,0.9122924254067961,0.00013364963747535834,0.01383273747869959,0.4647376063057457,0.5352623936942543,0.3367558597801286
71,West Garfield Park,23250.0,5705.0,4565.0,766.0,89.0,2830.0,1915.0,1852.0,0.0,1282.0,2290.0,2923.0,753.0,224.0,172.0,1375.0,3961.0,2137.0,17163.0,5336.0,384.0,356.0,16206.0,44.0,18001,23019,2019,0.8001752848378615,0.022373710889704596,0.020742294470663638,0.9442405173920643,0.0025636543727786515,0.010021558002680184,0.25768365817091454,0.7423163418290855,0.4004872563718141
72,West Lawn,50497.88136,16394.0,14241.0,6660.0,102.0,1205.0,934.0,843.0,0.0,838.0,2548.0,3761.0,1855.0,805.0,72.0,6375.0,2613.0,819.0,33108.0,8988.0,5033.0,26666.0,1152.0,185.0,33355,29235,2019,0.8686714651701842,0.15201763924127099,0.8054246707744351,0.034795215657847045,0.00558777334783134,0.0021747009786154403,0.709279038718291,0.29072096128170893,0.0911214953271028
73,West Pullman,38144.49064,12895.0,9653.0,7858.0,349.0,1858.0,508.0,429.0,0.0,657.0,2852.0,5379.0,1634.0,700.0,203.0,5737.0,3401.0,2084.0,27742.0,9137.0,158.0,1682.0,25634.0,65.0,29651,36649,2019,0.7485847227607599,0.005695335592242809,0.06063009155792661,0.9240141301996972,0.0023430178069353325,0.0073174248431980395,0.6278866148626464,0.3722228302506293,0.22808361606654262
74,West Ridge,49855.33454,38121.0,34858.0,5340.0,1424.0,2951.0,5898.0,12504.0,0.0,7263.0,10235.0,8673.0,1311.0,703.0,3385.0,11738.0,13456.0,2991.0,76215.0,25194.0,32173.0,14256.0,9201.0,17200.0,71942,73199,2019,0.9144041342042444,0.4221347503772223,0.1870497933477662,0.1207242668765991,0.2256773600997179,0.04441382929869448,0.4659045804556641,0.5340954195443359,0.11871874255775185
75,West Town,88761.04764,60234.0,57405.0,4113.0,1650.0,5366.0,13823.0,15914.0,0.0,8446.0,19319.0,10106.0,2372.0,653.0,2430.0,14808.0,22721.0,3367.0,84502.0,37529.0,51498.0,21219.0,5630.0,3725.0,82236,87435,2019,0.9530331706345253,0.6094293626186362,0.2511064826868003,0.06662564199663913,0.044081796880547204,0.028756715817377102,0.39457486210663756,0.6054251378933625,0.08971728529936848
76,Woodlawn,25122.2597,9437.0,7773.0,991.0,431.0,1800.0,2662.0,6118.0,0.0,3268.0,3713.0,3616.0,1137.0,276.0,532.0,1970.0,7277.0,2763.0,23268.0,9247.0,2051.0,695.0,19279.0,711.0,23740,27086,2019,0.8236727773656882,0.0881468110709988,0.029869348461406223,0.8285628330754684,0.030556988138215575,0.02286401925391095,0.21304206769763168,0.7869579323023683,0.29879961068454636
0,Albany Park,59883.04094,27977.99998,26352.99998,3682.999999,216.0,3554.999999,3710.999999,7269.999999,1786.762779,4254.0,7381.999998,4646.999999,1682.999999,480.9999997,1524.999999,6867.999998,9809.999999,1769.0,50342.99998,16678.0,16126.99999,22985.99999,2501.999998,7202.999996,51542,57655,2020,0.9419186503266271,0.3203424507162237,0.45658780762234585,0.049699064398108596,0.14307848159349998,0.030292195530775754,0.41179997589639045,0.5882000239237318,0.10606787384578487
1,Archer Heights,44108.84007,6331.047113,5809.924449,2064.334026,81.7494781,1006.597077,1032.55741,172.8622128,1952.857965,308.398747,1547.770353,1942.557409,335.4363253,223.9373691,43.84095428,2239.008347,1691.367431,427.7053568,13055.08151,3929.986605,2130.751491,10109.73559,122.8409542,647.9125252,13393,12644,2020,0.9176877608555557,0.16321242340523695,0.7743908440752432,0.009409436019675988,0.04962914438364162,0.0033581524746834,0.5697241675458585,0.4303748590003145,0.10883125053297732
2,Armour Square,27463.83031,6469.138782,5766.881268,488.0084624,599.4019747,873.4428759,1184.765866,2648.967558,1972.655546,1573.973201,1940.093087,1952.447107,212.90409,143.1692523,68.00000001,2054.822284,3411.770095,356.0779817,13779.1184,5467.903671,1694.669183,595.5206042,1393.301799,10027.62682,13391,12032,2020,0.8914449762688674,0.12298821548699372,0.04321906430530418,0.1011169044748175,0.7277408125036504,0.0049350036799161254,0.37579708927538635,0.6239630945027305,0.06512148039266363
3,Ashburn,68463.735,22511.0,19862.0,11985.00001,194.0000007,337.9999988,622.0000005,588.9999998,1957.475856,501.9999998,2407.000001,7277.000007,2585.000001,957.0000014,975.0000001,10843.00001,2237.000001,648.0000002,43985.99999,13080.0,4423.999999,17303.0,20913.99999,370.0000001,41081,39584,2020,0.8823241970592155,0.10057745646355146,0.39337516491460356,0.47546946743860996,0.008411767384715994,0.022166143780331504,0.8289755359327217,0.17102446490825687,0.049541284418960246
4,Auburn Gresham,34661.2265,20074.00001,16299.00001,9124.999997,347.9999998,3689.0,3035.0,4495.0,1945.100108,3771.999999,6503.999999,6922.999999,2313.999999,1212.999999,424.0000001,7606.999998,9359.999999,3758.999999,45271.00001,16966.99999,362.0000001,835.9999999,43529.00001,120.0,48743,55928,2020,0.8119458006316899,0.007996289015485346,0.018466567995302385,0.9615206202731283,0.0026507035403126275,0.009365819177980204,0.4483408971817887,0.5516591032307768,0.2215477103327328
5,Austin,33419.90397,41841.00002,36165.00001,9727.000001,735.9999997,11782.0,6672.999998,8630.0,1775.471097,6874.999999,13583.0,11787.0,3572.000001,1888.0,1086.0,13204.0,19018.0,5483.0,94762.00002,32222.0,4562.999998,13617.0,74996.00001,500.0000002,98514,117527,2020,0.8643435862602025,0.048152212881080556,0.14369684047535997,0.7914142799241438,0.005276376607653621,0.011460289987239549,0.40978213642852707,0.5902178635714729,0.17016324250512072
6,Avalon Park,43372.9383,4237.292519,3546.562082,2669.949743,238.1074528,319.0,499.6897744,777.5580605,1946.111652,963.5736586,1233.722705,1202.544195,702.615252,401.8492209,172.5263555,2581.733105,1300.046795,622.7465888,9737.719124,3883.8577,61.66566266,55.00000004,9368.527106,80.00000003,10185,11147,2020,0.8369877855015277,0.006332659822567296,0.00564813991239947,0.9620863968965717,0.008215476233323322,0.01771732715875776,0.6647342164467045,0.33473079999815647,0.16034227742175003
7,Avondale,60000.0,21829.0,20782.0,2551.0,404.9999997,4696.000001,4305.000001,3294.0,1786.167069,2835.0,6865.999999,4211.000001,892.0000002,461.9999998,919.9999997,5288.999999,8099.000001,1877.999999,37908.99999,13387.99999,13175.0,21652.99999,742.9999999,1417.999999,39262,43083,2020,0.95203628201017,0.3475427999545076,0.571183623828427,0.01959956738758595,0.03740536546398095,0.024268643328568058,0.39505527359953335,0.6049447271474042,0.14027487305069827
8,Belmont Cragin,50767.45194,41366.92469,38393.31327,9628.727668,504.7416577,5983.708289,5278.835308,3183.086114,1766.425584,3865.381055,9409.310013,6571.059205,2940.865448,1871.483316,786.4110908,11459.85469,11010.21529,2187.943872,80648.43439,22469.3551,10390.12976,66123.07801,1890.69464,1458.120887,78743,78144,2020,0.9281162077605726,0.12883238017684723,0.819892890793661,0.023443662041310955,0.018079965197449633,0.009751101763452348,0.5100215221575274,0.4900102936198645,0.09737457360313825
9,Beverly,98415.94828,10691.00001,10227.00001,6248.0,107.0,353.0000001,287.0000003,1027.0,1941.938272,757.9999998,1428.0,3250.0,1881.0,725.9999999,420.0000002,6242.0,1315.0,486.0000002,20437.00001,7557.0,11595.0,1096.000001,7136.000001,190.0,20034,21992,2020,0.9565990085524282,0.5673533294674593,0.05362822334313832,0.3491706217893181,0.009296863527280489,0.020550961491143042,0.8259891491332539,0.17401085086674606,0.064311234643377
